Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(853.3856811523438-36.28093719482422j),(304.61627197265625-82.12638854980469j),(2.6416097784911474+0.5930902269289166j),(0.1692850920140931-0.12743908864943462j),(0.09324376116947972-0.001740121683517455j)
(847.1104125976562-46.51615524291992j),(311.651611328125-71.6988525390625j),(2.6141110784020603+0.45214786115704714j),(0.19030056336314366-0.10350062336569521j),(0.09208131022747607-0.001047522960019428j)
(846.434814453125-55.42736053466797j),(311.83575439453125-64.7005615234375j),(2.6376898939653253+0.3695299692407747j),(0.20448872489093572-0.08135240545801725j),(0.08738679243445721-0.0009210469652444294j)
(847.5025634765625-59.774234771728516j),(310.06085205078125-60.29525375366211j),(2.669868633817901+0.3264074497759866j),(0.21362024007544222-0.06209796593672874j),(0.08903701653258896-0.0012368233624337234j)
(845.3936157226562-59.83687210083008j),(311.1209716796875-51.32832336425781j),(2.676141197411751+0.24917950156104446j),(0.21917745504642752-0.04611047595630335j),(0.09105663302778401-0.001061486850790477j)
(842.6272583007812-61.573516845703125j),(316.8113708496094-49.386756896972656j),(2.626191632320448+0.21503511910533632j),(0.22229734531864934-0.03332425427651166j),(0.08552897277809927-0.0007464510367687476j)
(843.4845581054688-64.68106079101562j),(316.1675109863281-46.979644775390625j),(2.6399510027542057+0.18769448941064465j),(0.22380159927016066-0.02343740209370346j),(0.09043794662247215-0.0008436448011131594j)
(843.0088500976562-67.71949768066406j),(315.38409423828125-43.738380432128906j),(2.6517366886810145+0.15302981759833392j),(0.22425847848981134-0.016041457346269626j),(0.08879519772943645-0.001137086307747331j)
(838.96044921875-70.56713104248047j),(321.878662109375-41.10795211791992j),(2.5921689269673704+0.11181736885877837j),(0.22404791001838884-0.010699084865136916j),(0.08826516985606395-0.0013537874616606667j)
(841.368896484375-70.40333557128906j),(316.4266052246094-40.10317611694336j),(2.644688492451782+0.11268670910477861j),(0.2234174606440558-0.006987785829402197j),(0.08847075259783665-0.0012267509149670106j)
(842.071533203125-61.282440185546875j),(319.62799072265625-35.020565032958984j),(2.6240423040468963+0.09577698093132944j),(0.22252555604830043-0.004522641633162758j),(0.09026913202664631-0.0012235058921620265j)
(840.4617919921875-61.94477844238281j),(320.8702392578125-35.079341888427734j),(2.60923956794744+0.0922043393581524j),(0.2214724644437842-0.0029666668085487685j),(0.08844135170625556-0.0018722798484561562j)
(840.4282836914062-60.96339416503906j),(320.7559814453125-33.853248596191406j),(2.6111223070258327+0.08552164260869513j),(0.22032120624192292-0.0020340873315016672j),(0.08636729309397485-0.0017215227501807553j)
(840.0689697265625-62.62171936035156j),(319.1020812988281-32.66227722167969j),(2.625185607401816+0.07246214318895776j),(0.21911091927199108-0.0014897103762153867j),(0.08786192107151916-0.001117152576770294j)
(839.5704345703125-61.67524719238281j),(320.6502990722656-33.913875579833984j),(2.6094892626437614+0.0836507780140425j),(0.217864996138592-0.001146224682222623j),(0.08510460130162971-0.0012392571657975381j)
(836.1561279296875-42.5233154296875j),(323.6446533203125-26.409229278564453j),(2.5771238656449054+0.07890301710659044j),(0.2165958793988034-0.0008604845155006484j),(0.08511800353346638-0.0014612546539595056j)
(838.0819702148438-44.89106369018555j),(322.0348815917969-24.23261260986328j),(2.598234563871728+0.05611487760689658j),(0.21530793002873813-0.0005293708683859884j),(0.0852692411961488-0.0013026415337954362j)
(836.887939453125-43.30216979980469j),(326.41046142578125-25.067466735839844j),(2.559008194963183+0.0638634034985313j),(0.2139993557515264-8.555115438278724e-05j),(0.08251571119149374-0.0025394524209079125j)
(836.9205322265625-43.601070404052734j),(326.2319641113281-24.710254669189453j),(2.5608466290392515+0.060319355958410176j),(0.21266382854487625+0.0005067085106231014j),(0.08449576916659901-0.0016284740376182954j)
