Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(882.6998901367188-48.521697998046875j),(274.123779296875-69.69002532958984j),(3.0668604213273687+0.602676217547893j),(0.011974523848269674-0.04205235238570784j),(0.14978890552005777-0.002247222843067345j)
(875.2711791992188-55.5302619934082j),(282.4861145019531-62.60508728027344j),(2.9949237311099832+0.467163491639806j),(0.06881975752433217-0.09963375539329161j),(0.15025229967369005-0.0011131432223509326j)
(878.516845703125-62.1610221862793j),(281.8843994140625-56.179351806640625j),(3.0397937344457175+0.3853090829664061j),(0.138963833818135-0.11783557434481388j),(0.15107652788515402-0.0010327850655291013j)
(876.1287841796875-68.85832214355469j),(283.9142150878906-51.043556213378906j),(3.0315097384106298+0.30248825538315505j),(0.2017712017900501-0.10902146221860184j),(0.15175611540254919-0.002139096206440322j)
(877.6468505859375-66.83277893066406j),(283.201904296875-44.46379852294922j),(3.0606209975555667+0.24453951547994132j),(0.24995526540103857-0.08684067870507359j),(0.15084746981302402-0.0007951150139414126j)
(875.4617919921875-69.09919738769531j),(282.9984436035156-41.74345016479492j),(3.0628964854996488+0.20762188182562455j),(0.2833588046053425-0.061253198453687416j),(0.1520206558910883-0.0009333280849212327j)
(875.1024169921875-71.09255981445312j),(283.3297424316406-40.80769348144531j),(3.0612713141786707+0.18999368430611976j),(0.30456246529290804-0.03803761664197629j),(0.15081180387577653-0.0021979684526283482j)
(874.3729248046875-71.26335906982422j),(284.5626220703125-36.63842010498047j),(3.054302045880632+0.14282073351365748j),(0.3165981338645334-0.019803554739999816j),(0.1504629942306265-0.0018580784370491256j)
(874.4173583984375-74.82967376708984j),(284.8997497558594-36.343223571777344j),(3.05303449277817+0.12680755742065034j),(0.3220514733596616-0.007162206135564207j),(0.15096898998087302-0.0021782797239021066j)
(872.6554565429688-74.74055480957031j),(285.7537536621094-36.582401275634766j),(3.0375730947804493+0.1273164834460194j),(0.3228733676995151+0.0003692504093926474j),(0.15087202916803896-0.0015993443410061844j)
(874.4620361328125-65.95085144042969j),(286.90582275390625-32.029232025146484j),(3.035734427173304+0.10903017092497581j),(0.3204732793144397+0.003770783266693294j),(0.1503232705663189-0.002473502552452685j)
(872.6105346679688-65.74252319335938j),(287.0393981933594-30.789785385131836j),(3.0297447924778504+0.09595431467634542j),(0.3158781399484184+0.004160020741614819j),(0.14993435385274093-0.0010592272202080981j)
(873.3588256835938-66.98954772949219j),(287.4845275878906-29.692176818847656j),(3.029681651125266+0.07989402335231968j),(0.3098682047051489+0.002592454225944445j),(0.14923044031532565-0.0022524092102996812j)
(872.0816650390625-64.0837173461914j),(287.581787109375-30.993057250976562j),(3.0213878795990485+0.10278234404457179j),(0.30306661717974914-3.672017148179127e-05j),(0.1499010409584698-0.002146192991988702j)
(872.2237548828125-68.10047912597656j),(288.9876403808594-28.653549194335938j),(3.0119589745965243+0.06298828385863452j),(0.29598756070010035-0.0030276839052260965j),(0.14723656432937024-0.0024764494136958887j)
(872.4476928710938-45.83213424682617j),(290.4515380859375-21.837337493896484j),(2.998676671998538+0.06765665764478057j),(0.2890565219593433-0.005873238830122133j),(0.1471698702293377-0.003869387166580906j)
(871.19580078125-46.40599060058594j),(289.9015808105469-22.32207489013672j),(2.999684332473009+0.0708971219066171j),(0.28261583989844397-0.008235275714359206j),(0.14601046038784113-0.002875311616055976j)
(870.3359375-45.22930145263672j),(292.07476806640625-22.56146812438965j),(2.9740555895697494+0.0748772619983104j),(0.27692507878509204-0.00991233747237676j),(0.14148500676204626-0.0029176379133388484j)
(870.0130615234375-43.439430236816406j),(292.57666015625-24.46137237548828j),(2.965309777109888+0.09944783843730394j),(0.2721617540453427-0.010806386719125457j),(0.14459200075094913-0.0027023155640357767j)
(869.2127075195312-44.84135055541992j),(294.6145935058594-22.755294799804688j),(2.944528103835263+0.07522456450624065j),(0.26842480619745757-0.010893845133702092j),(0.1406429284509095-0.002466097746976959j)
(865.0274658203125-45.61564636230469j),(297.4756774902344-22.2895565032959j),(2.9030839363786467+0.06418275010750957j),(0.26574127060834507-0.010203446946713077j),(0.14100370946759852-0.003023837298284455j)
