Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(674.7615966796875-23.33420181274414j),(483.42584228515625-95.76761627197266j),(1.3522838341532954+0.21962168386648656j),(0.20937219172236124-0.04245169302819323j),(0.07846477639077289-0.0008259542384026222j)
(822.2711181640625-38.48097229003906j),(339.1556396484375-79.8972396850586j),(2.3223139711019427+0.4336224626413362j),(0.05390991541433912+0.05923514957887437j),(0.07812372360839673-0.0012170250356602556j)
(805.9187622070312-41.809181213378906j),(353.67608642578125-75.8189697265625j),(2.202801111403042+0.3540101645860095j),(0.00173379731302944-0.023637141498030645j),(0.07687078744619383-0.0005304983083415549j)
(804.4767456054688-50.819175720214844j),(355.0399169921875-68.30240631103516j),(2.2115637285938474+0.2823230399052726j),(0.06548413909501194-0.07840216064867075j),(0.07803931563641248-0.0010835243566252818j)
(804.7460327148438-49.563392639160156j),(356.4309387207031-62.5582160949707j),(2.2139938286739294+0.24952971828758086j),(0.14592044193945874-0.06379659334777081j),(0.07645844472878287-0.0005042775676824494j)
(801.1522216796875-55.265716552734375j),(358.5720520019531-55.87016296386719j),(2.20477343349567+0.18940498595998712j),(0.19794351571491833-0.01644550172233818j),(0.0787623832519182+8.624829698179321e-05j)
(802.9105224609375-58.391563415527344j),(357.48358154296875-53.369285583496094j),(2.220892874680199+0.16822004077522532j),(0.22141797656387738+0.030436538250534394j),(0.07769803842642599-0.0011194080413340236j)
(800.0265502929688-61.70420837402344j),(361.0171813964844-49.93065643310547j),(2.1976361285349544+0.13302748068406214j),(0.22834683545486534+0.06260179415735077j),(0.07716202682332433-0.0004487478876806176j)
(801.9735717773438-64.84846496582031j),(358.54376220703125-45.11083984375j),(2.224297923991848+0.09898786756097011j),(0.22808387219131385+0.07784381150595136j),(0.07703548644497799-0.0008838344417052479j)
(799.4024047851562-63.43109130859375j),(360.2435302734375-46.33207702636719j),(2.20522961194194+0.10754329690062622j),(0.22500530557123144+0.07888197605165688j),(0.07773700863163883-0.0007363296187408281j)
(799.7138671875-57.83280944824219j),(361.1907958984375-39.16930389404297j),(2.2055298616430092+0.07906142757267008j),(0.22021201731085416+0.0697983848124911j),(0.07712739770937062-0.00044500787071456884j)
(798.047607421875-57.10596466064453j),(362.5171813964844-38.957923889160156j),(2.1930083909510687+0.07814550806443932j),(0.21351349644436196+0.05466400215510566j),(0.07640079973989972-0.001376829994337569j)
(799.32373046875-58.35113525390625j),(361.9567565917969-37.55128479003906j),(2.2013716766684714+0.06717155865339172j),(0.20469127015996622+0.03700756652151776j),(0.07579992021955081-0.001217599063434084j)
(798.70166015625-60.501861572265625j),(364.2908020019531-37.37977981567383j),(2.1865041206242477+0.05827536930953982j),(0.19401602952074753+0.019553754184009196j),(0.07673929124983106-0.0018836713757031083j)
(797.9262084960938-57.37091064453125j),(364.57061767578125-38.177696228027344j),(2.1812333731304308+0.07105222752842416j),(0.1822549837995908+0.004110598202087685j),(0.07514093332766332-0.0007480544435161375j)
(797.5064697265625-40.75456237792969j),(366.812255859375-29.257583618164062j),(2.1692158647463664+0.06191573974955211j),(0.17043602677648084-0.00838812343083125j),(0.07480205525174312-0.002040366927273877j)
(797.7435302734375-37.720680236816406j),(366.0835266113281-30.618738174438477j),(2.1725499076555974+0.07867072529370578j),(0.15957674627258814-0.017705052970310962j),(0.0754083041490388-0.0017637106542579273j)
(795.7390747070312-41.17974090576172j),(368.83184814453125-26.682056427001953j),(2.154260477082697+0.044194553111995535j),(0.15049329320000945-0.024050008166226156j),(0.07445085639541257-0.0018314791011198252j)
(795.7217407226562-38.257774353027344j),(368.6491394042969-30.731857299804688j),(2.1521747122674943+0.0756343873030089j),(0.14371759928093952-0.027834087464638415j),(0.07461302269180072-0.0015797096937518055j)
