Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.2068743460515177,-0.002008411035098245,13.271242109383456,0.0,-0.007,0.0
3.4673681789470283,1.5163609624245045,13.131615859671237,1.507,4.284,2.5779999999999994
3.556376250168989,1.516417110773119,13.084422942155294,1.507,4.403,9.765
3.6133423500818296,1.51813738685011,12.97919506632951,1.507,4.451,16.968
3.659514638672865,1.514556155010185,12.82136674380701,1.507,4.494,24.172
3.6991150016836696,1.515986800657475,12.763125452126177,1.507,4.532,31.358999999999998
3.733045514280506,1.5162993273815015,12.669681167052083,1.507,4.57,38.547
3.7628666297239692,1.5150211896073305,12.570505603164543,1.507,4.597,45.718
3.789638517028302,1.5152008761475566,12.512585531278662,1.507,4.624,52.906
3.8134118498562883,1.5160762255257092,12.429857530457484,1.507,4.646,60.109
3.834924255834024,1.5154665543094876,12.35706699307895,1.507,4.667,67.328
3.8544865489278126,1.5169115312291335,12.271776122786147,1.507,4.689,74.578
3.873045393223308,1.5150533360830638,12.189266193028374,1.507,4.705,82.14
3.889352688069516,1.516397521371475,12.116662119671114,1.507,4.721,89.453
3.9043377809331794,1.515390073015199,12.043295878296808,1.507,4.737,96.75
3.917939866852447,1.5156333481646844,11.953848960540709,1.507,4.748,104.015
3.9303100153719552,1.5147351920012673,11.878888148631068,1.507,4.764,111.281
3.942095621696486,1.5166822484747169,11.841192626713411,1.507,4.775,118.562
3.952389858574504,1.5148786772810159,11.753026248472018,1.507,4.786,125.828
3.962094445757357,1.5163270077538433,11.69015221977449,1.507,4.791,133.156
3.970933403997074,1.5172135155226514,11.608223240728963,1.507,4.802,140.484
3.9788952421277615,1.515183258765896,11.556698353124602,1.507,4.813,147.828
3.9862412275646046,1.5159553406611601,11.490231802096787,1.507,4.818,155.172
3.9927130780392037,1.5150705987632054,11.442276617943222,1.507,4.829,162.437
3.998913972942643,1.5153454901547332,11.357016971595794,1.507,4.829,169.703
4.004501414573552,1.5166902201066252,11.300439357342063,1.507,4.834,176.968
4.010056507782355,1.5171203084419662,11.234885364452316,1.507,4.84,184.281
4.015061430161471,1.5167894182072144,11.191182717498963,1.507,4.845,191.609
4.019852181185084,1.5143957657285188,11.14423673099156,1.507,4.851,198.875
4.024688638161069,1.514459506723517,11.120328216337949,1.507,4.856,206.125
