Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.4516016815444175,-0.002084921988452891,24.32402298539314,0.0001,-0.01,0.0
3.1307142742883,-2.237424925985169,24.322126422547637,-2.2388,1.953,2.4529999999999994
3.6471707331259853,1.4964545308405657,24.315471218945298,1.5017,4.423,5.360000000000003
3.6619003408291997,1.4973022339977953,24.31191025044243,1.5017,4.449,8.125000000000004
3.672338645743313,1.4971676900413413,24.315710191622603,1.5017,4.461,10.922
3.6813202012068587,1.495689292280845,24.30963121772741,1.5017,4.461,13.735000000000003
3.6891076908800855,1.4966255996424132,24.31931732863244,1.5017,4.474,16.485000000000003
3.6966757760902653,1.4991681435326705,24.323565015796586,1.5017,4.474,19.235000000000003
3.7039836143494456,1.4995647723364627,24.324802677585247,1.5017,4.487,22.078
3.710803515362452,1.497774736541494,24.337440652917238,1.5017,4.487,24.828
3.716840572945285,1.496499934200122,24.338153802379157,1.5017,4.499,27.593999999999998
3.7231427508425723,1.4970190477735754,24.333180552451832,1.5017,4.512,30.343999999999998
3.7292154402001523,1.495127821579968,24.348262928142354,1.5017,4.512,33.157
3.7344488400470435,1.4955158629718304,24.357969126769788,1.5017,4.512,35.922
3.7397636688938745,1.499143564314505,24.35782768386983,1.5017,4.525,38.672
3.745301862263808,1.497347542398802,24.372881746010496,1.5017,4.525,41.453
3.750630518560415,1.4984235142967735,24.371228814551117,1.5017,4.537,44.266
3.7555617532619103,1.497181818061749,24.37206982847994,1.5017,4.537,47.016000000000005
3.76045712295733,1.4944197836023267,24.36421658773478,1.5017,4.537,49.797
3.765439906820718,1.4973899588725463,24.36512323554154,1.5017,4.55,52.547
3.770137305350472,1.4984149354750036,24.373367605612753,1.5017,4.55,55.344
3.7748125063221516,1.4957541345601082,24.374988211697847,1.5017,4.55,58.11
3.7793083677041626,1.4987547670687904,24.376889526493063,1.5017,4.563,60.875
3.7833498292173613,1.4968518432067444,24.378588399697012,1.5017,4.563,63.641000000000005
3.7873232131469194,1.4967197421423548,24.38092893621525,1.5017,4.575,66.407
3.791713765603655,1.4981361821396197,24.38458726905358,1.5017,4.575,69.219
3.7960263672264776,1.497556255849204,24.387842294075835,1.5017,4.575,71.985
3.799823166601051,1.496859612521585,24.385378493524076,1.5017,4.588,74.75
3.803750686363143,1.4962123970590275,24.371698346146804,1.5017,4.588,77.516
3.8074429311448186,1.499047781649764,24.377851409798282,1.5017,4.588,80.282
3.811235559254316,1.4972110371920457,24.379114568573307,1.5017,4.588,83.094
3.8150689438004823,1.4988396426044577,24.38157089714984,1.5017,4.601,85.844
3.8187690335797613,1.4950057240298444,24.380511899813982,1.5017,4.601,88.61
3.82231871914008,1.497906731201784,24.3824898993334,1.5017,4.601,91.375
3.825771143330786,1.4969072925679174,24.38747929013671,1.5017,4.613,94.14099999999999
3.829291631935086,1.4969885238551948,24.37484123009199,1.5017,4.613,96.907
3.832541037970997,1.4985216096014269,24.377026494308556,1.5017,4.613,99.672
3.8358552166949416,1.497154521455186,24.382788362800138,1.5017,4.613,102.485
3.8391932900621035,1.4972853418995553,24.37772727820005,1.5017,4.626,105.25
3.842155883655319,1.4976558813965517,24.384146767982195,1.5017,4.626,108.016
3.8454338783747968,1.496451310595085,24.381432729568246,1.5017,4.626,110.766
3.848334857525414,1.4974459838725727,24.384924038414653,1.5017,4.639,113.547
3.8512354233556336,1.4957871760585175,24.38233569397057,1.5017,4.639,116.36
3.854335904359061,1.4991252695369377,24.381436942702024,1.5017,4.639,119.11
3.8573021509950376,1.4951876865588734,24.391115857618473,1.5017,4.639,121.875
3.860202504487879,1.497740363894052,24.38946067994262,1.5017,4.639,124.641
3.863217134436863,1.497283006318794,24.389344149980655,1.5017,4.651,127.453
3.8660115972303135,1.4975492296588417,24.391286934439005,1.5017,4.651,130.203
3.8686365601600707,1.498250237159833,24.396605586645506,1.5017,4.651,132.969
3.871145146056892,1.4956111125445863,24.38036681351357,1.5017,4.651,135.735
3.8738141109353235,1.4974353112359937,24.38930532723938,1.5017,4.664,138.5
3.876146381998947,1.4979339575086381,24.400989296128756,1.5017,4.664,141.328
3.8786809147653147,1.4965774281819828,24.395760468552368,1.5017,4.664,144.078
3.8809744033253764,1.497722840880264,24.390750901686925,1.5017,4.664,146.86
3.8838114948352094,1.5011344059581613,24.389634329862307,1.5017,4.664,149.672
3.8857769850284347,1.497233712917308,24.400993583449576,1.5017,4.677,152.438
3.888033311455262,1.4957356207893109,24.39423004660143,1.5017,4.677,155.188
3.8901921298330127,1.4984057996628577,24.392646056737178,1.5017,4.677,157.969
3.8923613720644132,1.4958167791766215,24.396968587195296,1.5017,4.677,160.782
3.8947253268407,1.4975665785077914,24.398031500311834,1.5017,4.677,163.532
3.8963682587027173,1.497799153546673,24.3964474144138,1.5017,4.677,166.313
3.898247378482032,1.4983661643575987,24.406035710697257,1.5017,4.677,169.063
3.899896206385992,1.4965270274177405,24.401847203493784,1.5017,4.689,171.844
3.901815302159254,1.49675682546408,24.3946949681667,1.5017,4.689,174.657
3.9034156245817595,1.4980734101638429,24.394551387253973,1.5017,4.689,177.407
3.904743078706429,1.498450499147641,24.390856547916684,1.5017,4.689,180.172
3.9063585235044913,1.498306811499451,24.39702948307281,1.5017,4.689,182.938
3.9077718020589334,1.4958261684574905,24.38340593153448,1.5017,4.689,185.735
3.9088755000716735,1.4936385609728018,24.379338392364225,1.5017,4.689,188.547
3.910498716564807,1.4966690394642033,24.394822862883828,1.5017,4.689,191.297
3.911467467854198,1.4987570285371767,24.393807603598116,1.5017,4.702,194.078
3.9126214596997104,1.4957581851625505,24.38685642631098,1.5017,4.702,196.828
3.913690605091706,1.4965236812124267,24.385267079670445,1.5017,4.702,199.61
3.91461957491451,1.4960562732771245,24.38955475573217,1.5017,4.702,202.422
3.9155296645600695,1.498586460978384,24.38489089316911,1.5017,4.702,205.188
3.91659713753773,1.4960402658863141,24.387883148404455,1.5017,4.702,207.953
3.9174537802950744,1.4974089861248672,24.386761099989833,1.5017,4.702,210.719
3.9183368686491993,1.4993127590062532,24.392309424804992,1.5017,4.702,213.485
3.9191197538975713,1.4974800795073513,24.382787697183712,1.5017,4.702,216.235
3.9198536143328826,1.4955884772348842,24.396431041657483,1.5017,4.702,219.016
3.9205196021347177,1.4978108556656555,24.39737060279556,1.5017,4.702,221.766
3.9213793517062534,1.4987402780999517,24.390510539015875,1.5017,4.702,224.532
3.921921445802694,1.4963518691632276,24.378793088541695,1.5017,4.702,227.36
3.922856740535324,1.4984158755380879,24.389149962744302,1.5017,4.702,230.11
3.9232594347571066,1.4979407495253076,24.398917867207807,1.5017,4.715,232.891
3.9240438971556824,1.4970448113285715,24.40435594676795,1.5017,4.715,235.672
3.9246231474275475,1.503116188764081,24.402852202161526,1.5017,4.715,238.438
3.9251884475839702,1.4979728550575315,24.399207440076477,1.5017,4.715,241.25
3.925861528911371,1.4950119220867681,24.400238039601504,1.5017,4.715,244.0
3.9263954981393003,1.5007747743309778,24.407274421323415,1.5017,4.715,246.782
3.9269575491375543,1.494930377570906,24.39946563302046,1.5017,4.715,249.532
3.927316654545344,1.4978629627254316,24.384258683784815,1.5017,4.715,252.313
3.9281586478328623,1.4982738830872875,24.403959708890532,1.5017,4.715,255.125
3.9285736110945915,1.4972183278189295,24.39749328687464,1.5017,4.715,257.875
3.929085707912941,1.4950185681872254,24.39658765815106,1.5017,4.715,260.657
3.9297300628886638,1.4984738248889182,24.387914147847077,1.5017,4.715,263.407
3.9302797742427003,1.4950189915625942,24.39412728835047,1.5017,4.715,266.188
3.9307639404770534,1.4949298514181508,24.383486058373652,1.5017,4.715,269.016
3.9315930315818486,1.4968672233783427,24.380145323764836,1.5017,4.715,271.797
3.9318709192648584,1.4986034674136934,24.375115824752356,1.5017,4.715,274.563
3.932466849198035,1.4969948432893418,24.378041653643383,1.5017,4.715,277.328
3.933039795103784,1.4997025524959668,24.38106418267844,1.5017,4.715,280.094
3.9336072349073032,1.4973835460362828,24.37199291896276,1.5017,4.715,282.907
3.9340040378292374,1.493867088764245,24.37678193281384,1.5017,4.715,285.672
