Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(809.4623413085938-16.393997192382812j),(348.6535949707031-102.06682586669922j),(2.151096866826108+0.5827033911795209j),(0.13633221133448525-0.11931096353058165j),(0.07766745584483109-0.000889773052125166j)
(802.8587646484375-31.65816879272461j),(355.6201171875-85.02369689941406j),(2.1556907600091564+0.426372473510031j),(0.15731587571871666-0.09576105526354657j),(0.07733647997065952-0.001095190350034063j)
(802.2764282226562-41.77239227294922j),(356.0116271972656-74.22630310058594j),(2.18307751619556+0.33782430670337515j),(0.1705810460323519-0.07383394643989744j),(0.07643882123408693-0.00024246648740361483j)
(803.6067504882812-49.099021911621094j),(356.1240234375-68.28141021728516j),(2.202019546076053+0.28433346631064554j),(0.17827918569916806-0.05497089503278677j),(0.0756687425454772-0.0009325471360414258j)
(801.8695068359375-48.938743591308594j),(356.71771240234375-62.01654052734375j),(2.2051123548679596+0.2461741962301552j),(0.1822144087325727-0.03963463185549637j),(0.07726788354316687-0.0005533366642771974j)
(799.4235229492188-56.56399154663086j),(358.7573547363281-55.23564910888672j),(2.2004266985918726+0.18111964705050296j),(0.18374560447684332-0.027724479004697787j),(0.07644707739270121-0.0005101324699559212j)
(798.8995971679688-58.28310012817383j),(360.1611022949219-53.54564666748047j),(2.193742967478261+0.16432170301174046j),(0.18382667385501184-0.018857972954319735j),(0.07655474111869663-0.0006128424399945187j)
(798.3123779296875-61.333744049072266j),(358.70574951171875-49.64023208618164j),(2.206932856175484+0.13442470658955302j),(0.1830936273122448-0.012542837533617691j),(0.07505925030217155-0.0006271714006951441j)
(798.0336303710938-63.384193420410156j),(360.7292175292969-47.870880126953125j),(2.1969074043486914+0.11583119845230805j),(0.1819538468097079-0.008273171519781125j),(0.07540748703609812-0.00030688460530054775j)
(797.3651123046875-64.31974792480469j),(361.7407531738281-44.71813201904297j),(2.192716410442256+0.09325582949030806j),(0.18065991767999542-0.005578305123102037j),(0.07547186248149713+0.0001421831664349878j)
(796.0499267578125-57.552528381347656j),(363.4042053222656-40.431480407714844j),(2.181156829884748+0.08429971586356311j),(0.17936412065526017-0.004044160234632216j),(0.07398920323496785-0.0001155471651725882j)
(795.8369750976562-58.96728515625j),(364.85662841796875-37.48347854614258j),(2.1748811652586246+0.06181832694099534j),(0.17815557792789566-0.0033195956569889973j),(0.0734441612306343+0.0002968285193705564j)
(795.2485961914062-62.38500213623047j),(364.7635192871094-35.73308181762695j),(2.1760474640396614+0.04214204305677571j),(0.17708394615928477-0.003115093418563166j),(0.07540420363752719-0.00045690747021303756j)
(791.6965942382812-60.879066467285156j),(367.270263671875-36.58002471923828j),(2.1507975991610047+0.048457946739742054j),(0.1761736137714758-0.003197934942576033j),(0.07574251283156648+0.00022157807875794572j)
(792.4003295898438-61.80207824707031j),(368.498779296875-32.69096755981445j),(2.148318114313444+0.022872584685882887j),(0.17543171846381625-0.0033861343163534017j),(0.07454269668113607-0.0011364070212856567j)
(796.0524291992188-42.76133728027344j),(367.17718505859375-26.565242767333984j),(2.1651259485651013+0.040187026225112644j),(0.17485249253837243-0.0035423262314980375j),(0.07240245559203437-0.00033673094765377293j)
(795.35986328125-43.613861083984375j),(367.62847900390625-23.393442153930664j),(2.1622818284031564+0.01895760036911135j),(0.17441969831472134-0.0035681950609172557j),(0.07574280270540723-0.0007744479686224007j)
(793.073974609375-40.02528762817383j),(368.62109375-28.16000747680664j),(2.14722508779061+0.055451484586661846j),(0.17410831092122625-0.0033996679291819947j),(0.07453301636071714-0.0008382892272947401j)
(791.5020751953125-44.60083770751953j),(372.0303955078125-25.656526565551758j),(2.125677946303622+0.026709309539247557j),(0.1738861474786122-0.0030028664527108934j),(0.07404897250881716-0.0006975434308273353j)
(793.6309204101562-42.263458251953125j),(368.87164306640625-25.390132904052734j),(2.149213511569147+0.03335945898058128j),(0.17371580805948378-0.0023706665444547946j),(0.07421169707452442-0.000305281506134355j)
(792.8761596679688-42.747188568115234j),(369.565673828125-25.076560974121094j),(2.143406919793129+0.029770312903971228j),(0.17355705611223293-0.0015196319957005234j),(0.07378489691218171-0.0007051646463357413j)
(792.6258544921875-3.6638870239257812j),(371.0052185058594-7.944725036621094j),(2.1356599219462034+0.03585756524192493j),(0.1733695997569006-0.0004870576250443638j),(0.07375951552270302-0.0007744186506913555j)
(792.7633666992188-5.834390640258789j),(371.1326904296875-5.479750633239746j),(2.1358309989091695+0.015814911431572737j),(0.17311612431948736+0.0006721228931948817j),(0.07271354977023407-0.0007546780836267226j)
(793.429443359375-5.366865158081055j),(371.8245849609375-5.801630020141602j),(2.1335868453979585+0.018856785210949814j),(0.17276536272566595+0.0018887472281791092j),(0.0731674963500373-0.0005793502710095804j)
(793.169921875-4.881519317626953j),(371.9906311035156-5.556817054748535j),(2.131951202179647+0.018724513200436693j),(0.172294971422652+0.003083240616777843j),(0.07209653997667917-0.0008035861678522699j)
(791.2677001953125-5.802501678466797j),(373.1537170410156-4.886374473571777j),(2.120327294572079+0.012215372060320907j),(0.17169400423905806+0.004169813100550665j),(0.07221103696817203-0.002081978776843298j)
(789.323974609375-6.702180862426758j),(371.29559326171875-3.5125341415405273j),(2.1258446171232066+0.0020601400843706717j),(0.1709648413569808+0.005060898032464364j),(0.07098640787261543-0.0008380288474706055j)
(789.756103515625-16.26830291748047j),(373.8851623535156-8.965256690979004j),(2.1121248487212116+0.007134379171159171j),(0.1701245263357337+0.005671592131226407j),(0.07098427180591842-0.0010250993093463947j)
(792.2353515625-14.172906875610352j),(372.8149108886719-12.69886302947998j),(2.123840597931276+0.03432656151939506j),(0.16920557568053404+0.005923785916269264j),(0.07021064126051849-0.0011867517222701122j)
(791.1589965820312-17.334142684936523j),(374.3268737792969-8.404983520507812j),(2.1135253621475165+0.0011487370643396238j),(0.16825643276233324+0.005749639732674563j),(0.06936906539804938-0.001346452967745794j)
(790.312744140625-18.34497833251953j),(372.8216857910156-5.6144609451293945j),(2.1200745162720818-0.017278776974783677j),(0.16734181944770982+0.005094069312440861j),(0.06845063393893372-0.0012108429779921284j)
(791.4583740234375-20.83378791809082j),(372.1986999511719-4.015992641448975j),(2.126796816088378-0.033026949197929575j),(0.1665432762188326+0.003915957338005924j),(0.06762193379427298-0.001391010759864622j)
(792.2052612304688-38.167274475097656j),(371.4710998535156-16.65450096130371j),(2.132935283318506-0.0071184588779954735j),(0.16596016473138536+0.00218790522124398j),(0.06602876725808283-0.0013193714765815468j)
(792.982177734375-40.00539016723633j),(370.1116638183594-12.835224151611328j),(2.143718801071639-0.033747325627619854j),(0.16571133850141465-0.00010551267259097994j),(0.06562305043043522-0.0010919376875012533j)
(792.6574096679688-43.63656997680664j),(369.09051513671875-11.515741348266602j),(2.1491928353566276-0.051171786872647895j),(0.1659375869266952-0.0029708207485175876j),(0.06480387712999616-0.0009755729920298075j)
(793.1262817382812-47.35792541503906j),(370.92279052734375-6.075638771057129j),(2.1397688957235808-0.09262699253996365j),(0.1668048617475333-0.0064095804808323815j),(0.06504621089545931-0.00070712960733516j)
(794.19140625-56.66217041015625j),(369.6165466308594+3.0574703216552734j),(2.147275050443227-0.17106214731361374j),(0.16850825442541376-0.010422350095874725j),(0.06322834191399468-0.0005020266270176893j)
(796.3705444335938-69.76927185058594j),(365.9617614746094+16.96052360534668j),(2.1626226160025483-0.2908732413731679j),(0.17127676402868072-0.0150113195855296j),(0.06420668457289405+0.00032671636046461937j)
(807.0971069335938-86.60636138916016j),(356.575927734375+33.81150436401367j),(2.2204690478189986-0.4534343114998301j),(0.17537912085957458-0.020179648610153488j),(0.0630313033393638+0.0013174079519450437j)
(822.9478759765625-104.0667495727539j),(340.715576171875+52.603023529052734j),(2.3130606730110177-0.6625489128369154j),(0.18113130963955093-0.025924775437407996j),
(844.7677001953125-118.6063461303711j),(317.0094299316406+69.66780090332031j),(2.46359543646986-0.915555169974813j),(0.1889068761713178-0.032222050769071676j),
(868.9542846679688-125.94525146484375j),(292.0165100097656+85.6144790649414j),(2.6237270723602433-1.2005289631117977j),(0.19915136009484888-0.038993910814684875j),
(890.4144287109375-113.55667877197266j),(264.1612243652344+95.30912017822266j),(2.845242287843077-1.456437139268513j),(0.21240179710211132-0.046058278146781116j),
(903.0862426757812-73.47506713867188j),(239.5964813232422+104.94039154052734j),(3.0498239795379942-1.6424481173835344j),(0.22931035086998683-0.05304769660576221j),
(908.1292724609375-6.886079788208008j),(218.29718017578125+123.28946685791016j),(3.1405038754571124-1.8052323348436752j),(0.2506664134436126-0.05928757074590773j),
(911.7172241210938+118.67159271240234j),(178.78561401367188+145.4386444091797j),(3.393685527156939-2.09693286552511j),(0.2774017817644515-0.06361780117231651j),
(879.425537109375+287.78582763671875j),(134.1539306640625+157.54959106445312j),(3.814156261855481-2.3341316212244116j),(0.3105453751497942-0.06413827288787853j),
(802.5335083007812+447.2474060058594j),(92.04457092285156+158.36817932128906j),(4.312579375718129-2.5610194663489785j),(0.35106238638499476-0.057859347109204505j),
