Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(902.2696533203125-50.33322525024414j),(255.38760375976562-68.97484588623047j),(3.3423694798515506+0.7056184085069009j),(0.11455119278878524+0.09442024381959688j),(0.17675600023878787-0.011006058771750243j)
(897.2265014648438-54.6583251953125j),(261.2019348144531-62.84743881225586j),(3.2946077076845217+0.5834540668009796j),(-0.0001376340490779534-0.0007933920004163426j),(0.17227104951467326-0.01133935343936548j)
(898.1907958984375-59.373077392578125j),(258.6661071777344-58.78101348876953j),(3.3514817626281284+0.5320775064251556j),(0.04478134667146017-0.10806237822536172j),(0.168891242303452-0.011862253515424182j)
(896.326904296875-61.74690628051758j),(261.8706359863281-55.943687438964844j),(3.3215671126886837+0.4737980858829884j),(0.15153979169646878-0.13778923029028714j),(0.16700376419537025-0.011641523945689918j)
(896.2866821289062-57.93006896972656j),(264.2276916503906-53.16638946533203j),(3.302505381491802+0.44526831241326326j),(0.24706148962906718-0.10557527400386345j),(0.15956943741566856-0.012699669412737466j)
(892.3532104492188-58.021141052246094j),(267.5538024902344-52.64757537841797j),(3.251984386669334+0.4230474432464749j),(0.308541570310027-0.049414571274565625j),(0.1605090482797708-0.013050154341071396j)
(889.9150390625-60.68748474121094j),(270.3838806152344-50.54651641845703j),(3.220704662611111+0.37764054622681364j),(0.339734133524567+0.004229859273119878j),(0.15570423217499332-0.014150100529549568j)
(884.6726684570312-58.9005126953125j),(275.4355163574219-51.97747039794922j),(3.1404243067350666+0.3787848427274847j),(0.35100864774945395+0.043615314809696736j),(0.14708027929498277-0.014070979209917792j)
(882.944580078125-60.01221466064453j),(275.6794128417969-51.18648910522461j),(3.135130764690674+0.364423737826597j),(0.3509181024378479+0.06636318524686581j),(0.1454030615737909-0.01475846411322679j)
(878.900146484375-58.730377197265625j),(279.0850524902344-52.0770149230957j),(3.081202370776462+0.3645105452227605j),(0.34456699604151003+0.0745463991599609j),(0.14132199250690586-0.012503492749293906j)
(873.85986328125-46.69915771484375j),(286.68170166015625-49.940406799316406j),(2.985952844477353+0.3572622229769815j),(0.3344589552237056+0.07181836928540077j),(0.13503044403174805-0.012351485987180891j)
(871.9883422851562-47.89671325683594j),(288.9425964355469-50.665340423583984j),(2.9560382074151446+0.35256819203428685j),(0.3217236914664982+0.06201158683915672j),(0.13235015840354522-0.012008779881637729j)
(867.2743530273438-48.41916275024414j),(292.7043762207031-47.31254577636719j),(2.9135845740928614+0.3055299067937756j),(0.30701441478048336+0.04850576284245299j),(0.12669597851123512-0.012182110663692592j)
(861.9457397460938-47.014060974121094j),(298.2831726074219-49.39991760253906j),(2.8379532968837795+0.31238972429205414j),(0.2909731800703485+0.03396263613623539j),(0.12317586290119077-0.009422497532881843j)
(860.0542602539062-48.21246337890625j),(301.3525085449219-48.6324462890625j),(2.8067026333412133+0.2929604008034008j),(0.2743682234307259+0.020254089482481724j),(0.12218869652176295-0.008501275891183874j)
(854.9776611328125-27.44292640686035j),(307.8417053222656-42.42580795288086j),(2.737617767389259+0.2881439314661148j),(0.25804706904312996+0.00851355782656384j),(0.11856290906600003-0.008791933000604019j)
(850.855712890625-29.38591194152832j),(312.56622314453125-37.98424530029297j),(2.6938042653981835+0.23334642282383128j),(0.24282460572280476-0.0007318851102714612j),(0.11809264285947348-0.007682405206349405j)
(848.9677734375-32.41383743286133j),(313.23345947265625-36.73301315307617j),(2.6855383773153987+0.21145275864099683j),(0.22938066193018725-0.007389740565524832j),(0.11394135031767383-0.008413739686031863j)
(846.1681518554688-30.97235107421875j),(317.15936279296875-37.55177307128906j),(2.642477429503541+0.2152147144685041j),(0.21819893070504023-0.011629318010807467j),(0.11387924876391803-0.006412548228070599j)
(843.8035278320312-32.65435791015625j),(318.9567565917969-34.862308502197266j),(2.6253366797318503+0.1845734198261027j),(0.20954922546710758-0.013737250097794654j),(0.11119785158063274-0.006581602271655276j)
(840.5438232421875-33.75685119628906j),(321.9566650390625-37.32897186279297j),(2.5881006083878697+0.19522591211047952j),(0.20350046736274222-0.014017045858501848j),(0.10622468679444269-0.005772500435499016j)
(839.029296875+6.830427169799805j),(324.6362609863281-17.83354949951172j),(2.5755929058167526+0.16252771820981557j),(0.19994938427765913-0.012735727398793018j),(0.1051412729019808-0.005762054384354545j)
(836.319091796875+6.696329116821289j),(326.57635498046875-17.71731185913086j),(2.552244187293146+0.1589681387890216j),(0.1986542018109996-0.010111466215789785j),(0.10495989964318249-0.006790904020741578j)
(832.6814575195312+4.359954833984375j),(332.04095458984375-15.902586936950684j),(2.5014007805122063+0.1329314881194662j),(0.19926856588424727-0.006330973730638606j),(0.1019619367640823-0.0055170314732522355j)
(831.7567749023438+4.505067825317383j),(333.5878601074219-15.797728538513184j),(2.4871489890104894+0.13128886756981897j),(0.201375253176835-0.0015833518056864479j),(0.0997712103573269-0.004721132780347568j)
(828.1474609375+6.019685745239258j),(332.1580810546875-17.732746124267578j),(2.4851823404520803+0.15079805706350508j),(0.2045206115541623+0.003902764655137654j),(0.09847457943935621-0.005138250032483011j)
(827.8367919921875+3.1838951110839844j),(336.94207763671875-14.45872974395752j),(2.451990681117302+0.11466827169540462j),(0.20824948051932357+0.009830170993971259j),(0.09560098521913644-0.00378380101152642j)
(825.4983520507812-7.842082977294922j),(339.51519775390625-16.851276397705078j),(2.4265718805080847+0.09734100475820466j),(0.21213793771306844+0.015820410276742948j),(0.09757263379304346-0.004005084787520009j)
