Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(801.1043701171875-15.366771697998047j),(356.92919921875-104.94947052001953j),(2.0774825968267736+0.5677986763120523j),(0.10823179461098714-0.10508168086747485j),(0.04212754292426789-0.0002629678153157923j)
(795.0745849609375-28.449663162231445j),(363.64556884765625-89.0919418334961j),(2.0806777210427008+0.4315244534188072j),(0.13164502513200643-0.08693169877009091j),(0.04157676847369256-0.0005913863991176329j)
(795.3947143554688-39.216278076171875j),(362.56646728515625-77.51676177978516j),(2.120008674802962+0.3450951497982887j),(0.14756409671326196-0.06825568103653934j),(0.04163851017111202-0.0006925591074615706j)
(793.14501953125-48.83247375488281j),(363.57342529296875-70.70289611816406j),(2.1272007709472636+0.2793570000173616j),(0.15759730536725025-0.05122511234604344j),(0.04037921442954568-0.00013491701904505643j)
(793.3833618164062-46.71118927001953j),(365.3042297363281-63.87513732910156j),(2.1291057543897143+0.24441472589641003j),(0.16337002738638004-0.03686388792063493j),(0.0416857959062103-0.00012865064789886632j)
(793.8307495117188-50.28462600708008j),(365.55126953125-59.116065979003906j),(2.1379321118576007+0.2081828627587882j),(0.16623540207528906-0.025451357525974105j),(0.04234736173311529-0.0003880479610563119j)
(790.6716918945312-57.43511962890625j),(368.2785949707031-53.144386291503906j),(2.12518948014034+0.15071951453145943j),(0.16720860350485617-0.016840872289927207j),(0.041611056120408545-0.0004268516015234574j)
(791.820068359375-62.46971893310547j),(367.6082458496094-49.91535949707031j),(2.1376401684551616+0.12032199780634728j),(0.16700302088921254-0.010675544975066988j),(0.040056269458087046-0.0002652861974243919j)
(790.5877075195312-63.094635009765625j),(367.09234619140625-49.530616760253906j),(2.1379174793017897+0.11658574951672825j),(0.1660989922865528-0.006520605598867468j),(0.04121051834723849-9.897886502704713e-05j)
(789.337158203125-62.972537994384766j),(369.72161865234375-47.2196159362793j),(2.1220886555970435+0.10070191037612154j),(0.1648118021201434-0.003938231931557779j),(0.04030264348713023-3.5090206805302e-05j)
(787.3832397460938-55.64659118652344j),(371.42193603515625-40.15542221069336j),(2.111434126311809+0.07845238742936181j),(0.16334634679118545-0.0025261718956040035j),(0.04024486834202558+3.8109516378966295e-07j)
(789.9917602539062-58.778404235839844j),(371.774658203125-38.26896667480469j),(2.118745538134331+0.05999278773656473j),(0.16183620560488896-0.0019349053175891566j),(0.040236468384322606-0.0002639015559483178j)
(786.860595703125-60.514305114746094j),(372.6046142578125-37.0418701171875j),(2.107105418867234+0.04706549372472852j),(0.1603692276087466-0.0018726702077795506j),(0.040255398092058116-0.00030833880086602195j)
(786.4391479492188-60.63799285888672j),(372.89501953125-35.71120834350586j),(2.10527433918642+0.03900266006855936j),(0.15900305048263666-0.0021039758378584654j),(0.039495588165207214-0.0003211941801133396j)
(786.2286376953125-59.00458526611328j),(373.55950927734375-36.81727600097656j),(2.0998645353669105+0.04900613273790634j),(0.15777386582421782-0.002444925869974673j),(0.04027417479180351-0.0002914314652308649j)
(787.4840698242188-41.14072799682617j),(374.3952331542969-27.013198852539062j),(2.1003439792928633+0.04165726535336934j),(0.15670111173854573-0.0027573057030751197j),(0.03836161159748809-0.00043197535028286865j)
(786.699951171875-40.7730712890625j),(375.5701904296875-26.89820098876953j),(2.0917275582059927+0.041245650959645296j),(0.15579003622884635-0.0029425668309371812j),(0.03718780015044386-0.00032637926223360724j)
(786.3495483398438-40.345088958740234j),(374.46636962890625-25.486003875732422j),(2.0975370941592644+0.03501716206315124j),(0.1550334193528885-0.0029363221426599697j),(0.0391319942685141-0.0007455975253116138j)
(784.9328002929688-40.746116638183594j),(378.58319091796875-26.772197723388672j),(2.0705992866529326+0.03879828059555588j),(0.15441322868915372-0.0027036153821967065j),(0.03756795294474762-0.00045421395952612774j)
(782.2224731445312-42.16563415527344j),(380.0682067871094-26.796276092529297j),(2.055714105995183+0.03399350002331931j),(0.1539026103468312-0.0022349820032392395j),(0.03728789406630668-0.000532057887322134j)
(785.8515014648438-40.98436737060547j),(377.57366943359375-28.40103530883789j),(2.0777286824220624+0.04773976513798978j),(0.15346836063479516-0.0015431520112528722j),(0.03639170224807244-0.0005205856883263431j)
(783.4669799804688-2.060403823852539j),(380.5188903808594-6.846257209777832j),(2.0583748286420636+0.031619349239457924j),(0.15307385121455538-0.0006601490603883818j),(0.03652228584667743-0.0005547708477064512j)
(784.550048828125-3.846487045288086j),(381.92767333984375-7.72379207611084j),(2.05354869053827+0.031458040087889556j),(0.15268226879978813+0.0003654907779204871j),(0.03644053461882162-0.0005699530425517736j)
(782.2727661132812-3.804058074951172j),(382.81292724609375-7.5855255126953125j),(2.042880544425702+0.030543023973332112j),(0.15225996464445815+0.00147162921442652j),(0.03525974867005606-0.00044282988916298174j)
(781.4968872070312-5.002965927124023j),(382.2430114746094-7.519079208374023j),(2.043969304092161+0.0271183536615649j),(0.15177968327984032+0.0025857376658151676j),(0.0355522494401635-0.0005639235697007352j)
(781.0523071289062-4.775381088256836j),(381.9083251953125-5.839693069458008j),(2.0448434439441137+0.018763343259944734j),(0.15122345319302036+0.003628475035142125j),(0.03446660641509202-0.0004515608603546864j)
(780.2799682617188-4.857580184936523j),(384.14984130859375-4.126283645629883j),(2.031087976038913+0.009171590183211993j),(0.15058497345507324+0.004517572369231943j),(0.03345498759370715-0.000481291905596132j)
(780.04150390625-15.927656173706055j),(383.8800354003906-10.090814590454102j),(2.0316797107977425+0.01191426141859921j),(0.14987141469105725+0.0051718468179518815j),(0.03330908154286925-0.0007201775514084174j)
(779.241455078125-18.01157569885254j),(384.05645751953125-8.984033584594727j),(2.0289631139883806+0.0005642323019967735j),(0.14910465875936096+0.0055150702949641195j),(0.03362947459303082-0.0010853460898608094j)
(780.0445556640625-17.936222076416016j),(384.3445739746094-7.509791851043701j),(2.0296818062303457-0.007008643727994083j),(0.14832211120565744+0.005479355619688345j),(0.0324739480049036-0.0005465456928926266j)
(780.9508056640625-19.357383728027344j),(383.4023742675781-6.985426425933838j),(2.037139755854921-0.01337261892014198j),(0.14757731225859497+0.005007702401414735j),(0.03196746007216014-0.0005988595347153196j)
(784.6608276367188-19.914134979248047j),(380.5947265625-7.422623157501221j),(2.061906453796183-0.012110993834125923j),(0.1469406247775+0.004055370086875859j),(0.034060884495479705-0.0008999896601538129j)
(782.967041015625-37.867591857910156j),(382.06005859375-16.13844871520996j),(2.0498588874382007-0.012526955440428504j),(0.14650027635644305+0.002589818794121195j),(0.029857731931129217-0.0005360168215114067j)
(783.1475830078125-39.394432067871094j),(379.31036376953125-13.724942207336426j),(2.06571510565003-0.029112338287471784j),(0.1463639749884343+0.0005890848197393861j),(0.029312724798858488-0.0005925904812769693j)
(789.65185546875-40.7156982421875j),(375.6155700683594-12.369815826416016j),(2.103575706350858-0.03912205815917069j),(0.14666121754577913-0.0019613520522480028j),(0.028714403221796057-0.00037682200656790954j)
(784.38330078125-48.099945068359375j),(380.0967712402344-5.722596168518066j),(2.0650781947883514-0.095455524088737j),(0.14754630205343616-0.00507288052186335j),(0.028396832385229036-0.00021071364579211487j)
(784.825927734375-55.32183074951172j),(379.27880859375+2.5010433197021484j),(2.0682068088529286-0.15949877557581185j),(0.14920199182844734-0.008758545458965383j),(0.025382122547456653-7.038250082114504e-05j)
(787.9622802734375-69.92891693115234j),(374.90380859375+17.922935485839844j),(2.0880824370374778-0.2863494082441284j),(0.15184382795097093-0.013037111308862676j),(0.02777763268122065+0.00013164274450547112j)
(798.5271606445312-88.6565933227539j),(365.8466796875+35.594482421875j),(2.138858698928293-0.4504295674499238j),(0.15572530809091428-0.017934572643472223j),(0.027264959635958288+0.0003845053885063558j)
