Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(1154.8409423828125-117.14678192138672j),(-1.3302671909332275-0.050289154052734375j),(-863.5638143859973+120.70858900516254j),(-183403.019797593+62815.06803764252j),(-13.408716342263917-210.44018283368754j)
(1154.15380859375-117.95518493652344j),(-0.05434978008270264+2.2556324005126953j),(-64.58503831531905-510.12018877860737j),(-78077.38466959946-107913.74518060092j),(-19.855752808899467+33.207470209745814j)
(1154.69287109375-117.5801010131836j),(0.049274444580078125-2.7101354598999023j),(51.11493801644515+425.1352849188578j),(83865.66769216215-15970.943222960383j),(110.63383522771333-409.7087442721394j)
(1154.7408447265625-117.62364196777344j),(-2.5372939109802246+1.0855131149291992j),(-401.45995063270345-125.39595755382508j),(37309.62669948304-31086.43129300556j),(-336.8950658934176-220.8167548832347j)
(1154.9732666015625-110.84872436523438j),(-1.2284939289093018-0.6569204330444336j),(-693.5795693609983+461.11364662873746j),(-21092.000972780523-628.2963198496723j),(1957.9720164612095-931.246773759743j)
(1155.134765625-110.80915069580078j),(-1.1058248281478882-0.5969104766845703j),(-767.015830394271+514.2305735651361j),(413.9591739318875+1414.8353084257944j),(-4284.623643865595+1146.3794644737438j)
(1154.60791015625-109.748046875j),(-0.3905181288719177-2.130430221557617j),(-46.27452187966237+533.4776323377574j),(6830.28566976196-9481.517430903472j),(-38.116308772397126-111.42643464013065j)
(1155.0806884765625-109.96641540527344j),(-0.5230926871299744+0.2651834487915039j),(-1841.4851308879242-723.3229823529283j),(-18609.71580833866+6166.884234900634j),(-1556.7703802557608-889.1856794110729j)
(1154.4163818359375-110.8909912109375j),(0.27747780084609985+0.596186637878418j),(587.8679993309172-1662.7277419725665j),(12935.95055221905-19472.59274036661j),(-285.7582422139166+28.348217702661724j)
(1154.7276611328125-109.07540130615234j),(-0.08179843425750732-3.0159778594970703j),(25.762813047995664+383.56880348422567j),(-17441.217896832855+16444.770973210874j),(92.96274928144298+387.69600107772834j)
(1155.621826171875-95.93222045898438j),(-0.5328881740570068-0.9418458938598633j),(-448.7141935285451+973.0969205089012j),(18568.016827819207+12227.901968077282j),(-189.73230572543736+120.69733566882614j)
(1156.510498046875-96.62678527832031j),(2.1873624324798584-0.5236940383911133j),(510.0627540074519+77.9432048704645j),(-13998.405360289866+12691.528442296836j),(257.43354030551734+218.38083730603424j)
(1156.24853515625-95.20285034179688j),(-1.8957948684692383+0.4785728454589844j),(-585.2813183662241-97.53001163675899j),(-4924.55611291217-13729.013092425952j),(256.18998119281036+409.3058797617222j)
(1155.6337890625-96.14801788330078j),(1.5015876293182373+0.16933822631835938j),(752.8129628686874-148.927725161459j),(3108.067810725164+9325.269102087203j),(530.4434270575719+76.3238120398628j)
(1156.0096435546875-96.4609375j),(-0.22828733921051025+2.4120054244995117j),(-84.59563461518005-471.2665733143725j),(-4938.894096782187+1099.2136895985147j),(1389.691718684354+233.21467002700135j)
(1158.650634765625-67.05453491210938j),(-0.19109463691711426-1.6317262649536133j),(-41.495107295947854+705.2170250723898j),(373.5812614354+496.03923933497714j),(1656.1937507257014-1081.425793922514j)
(1158.093994140625-67.13835906982422j),(0.34198105335235596-1.4811162948608398j),(214.43512585698883+732.3943755721269j),(1749.8358560056747+2705.8453392976094j),(69.9684315256829-50.51459963891854j)
(1157.520751953125-67.73274230957031j),(-0.6272504925727844-0.10369491577148438j),(-1778.9197521912404+402.0685183407912j),(-3755.7538877307716+5033.177158027735j),(-1303.7346753207926+77.83042342331012j)
(1157.4273681640625-67.54991149902344j),(-0.29826098680496216+0.9853553771972656j),(-388.51022645966214-1057.0297262688694j),(2680.918816673991+7991.607335328388j),(2978.7884909779773+3958.192675915859j)
(1158.0321044921875-68.00483703613281j),(0.05393892526626587-0.2344217300415039j),(1355.0088904524437+4628.173254343188j),(-9391.185623185516+2031.7211574920916j),(-180.57596558966335+431.8779416895656j)
(1157.7161865234375-67.75177764892578j),(-0.19517099857330322-0.8611230850219727j),(-214.988067157603+1295.6995000853726j),(-7900.529383110918+5815.400392377629j),(90.75934022819109+134.01853425402146j)
(1159.77783203125-10.698070526123047j),(0.11212438344955444-0.7362136840820312j),(248.68337664171284+1537.4535766235847j),(-7226.636345156603+5488.437212354778j),(-17691.421243713663+20350.43722625256j)
(1160.1715087890625-10.233116149902344j),(-0.8493639826774597-1.3262805938720703j),(-391.7999022015028+623.8429388663458j),(-2679.8517449491796-6987.218405917961j),(-364.91446593395875-108.57569978214751j)
(1161.21044921875-11.198381423950195j),(-3.263834238052368-0.21732807159423828j),(-353.98312302186486+27.00163197619599j),(5061.139417510915+969.8385168654615j),(-79.84354683379438-134.582785252656j)
(1160.654541015625-10.527994155883789j),(-0.18490976095199585-0.028253555297851562j),(-6125.167665119958+992.8397319091408j),(-1301.9594544428871+1808.0431958844142j),(652.8285510282394+944.9199365762005j)
(1160.1240234375-10.57217025756836j),(-2.147611618041992-0.36421871185302734j),(-524.2786998722462+93.83646525471413j),(1086.3207556744535-297.250605253352j),(470.1045667285177+349.7692744031479j)
(1160.2628173828125-10.062845230102539j),(-0.08005905151367188-2.5087528228759766j),(-10.736771934087075+462.14327335617605j),(1121.0414651552107+4594.0947272686235j),(334.70100065971315+531.4989842750256j)
(1159.61328125-25.534278869628906j),(0.25800883769989014+0.5061321258544922j),(886.9934731986586-1838.9686776180056j),(2670.024175445115+7954.663381892736j),(-270.9517438840242+187.87395682838485j)
(1159.6968994140625-25.535114288330078j),(-0.48051607608795166-1.5524530410766602j),(-195.99005435018574+686.346381727904j),(-10099.316661328048+6333.874707414168j),(198.90544423118052+223.41367847646228j)
(1159.6287841796875-25.066856384277344j),(0.6569458246231079-0.8118877410888672j),(717.0958294799498+848.0675816397442j),(13609.664527595933-6619.132364912233j),(1592.6450110746537-429.3249581180309j)
(1159.9481201171875-25.185001373291016j),(-1.4256370067596436-0.1887378692626953j),(-797.3218008422529+123.22198311913638j),(14795.863383171753+9993.233251669184j),(16921.380722023234+5783.433514222473j)
(1158.4854736328125-26.06570816040039j),(0.7190796136856079-0.2742033004760742j),(1418.6107759802076+504.7035707828759j),(6282.202790391876+18909.90270153358j),(1089.8421704206141-142.34366326944482j)
(1158.3143310546875-54.89827346801758j),(-0.5474762916564941+0.3998250961303711j),(-1427.5740870261463-942.2904351703331j),(12153.43361060468+17390.93935806499j),(-141.25386904417655-23.174027354625526j)
(1158.5130615234375-54.039695739746094j),(0.1759939193725586+0.16575241088867188j),(3335.186383916737-3448.15821933243j),(10439.023100897477+18938.922013440962j),(-1147.0459334422544-1670.3491710996718j)
(1159.846435546875-54.28960418701172j),(-0.4509255886077881-0.8823981285095215j),(-483.82747285032906+1067.1784279028652j),(-19789.97962369272+7286.020118589236j),(569.1540115990058+537.3959433431398j)
(1158.2708740234375-53.643550872802734j),(-0.5165925025939941+3.051640510559082j),(-79.55160687288924-366.0900117422166j),(9221.830531412994-17280.82228003907j),(775.3334234637674-26.000266617029418j)
(1159.0672607421875-54.18865203857422j),(-0.6483943462371826+0.4123525619506836j),(-1310.657408876237-749.9514626756342j),(-17073.556701716938-1656.6652207295956j),(66841.6150198839-13534.830350334056j)
