Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(820.0641479492188-20.5341739654541j),(340.0405578613281-98.67606353759766j),(2.240516235524149+0.5897859646787565j),(0.15292500964832906-0.1234377508746537j),(0.08308423516438176-0.0015475056762934624j)
(812.8319091796875-33.77888107299805j),(346.6957092285156-85.48782348632812j),(2.2327798963990975+0.4531253442500604j),(0.1723693045003372-0.0975988847632966j),(0.08409226148786705-0.002359805959821382j)
(814.253662109375-43.38948059082031j),(345.13482666015625-75.86571502685547j),(2.27685391156586+0.3747685235752206j),(0.18415708100315534-0.07434775825061092j),(0.08341008691573179-0.0013217066001722298j)
(811.3255004882812-50.30492401123047j),(349.3742370605469-68.67088317871094j),(2.2630945693273845+0.30083437080453906j),(0.19060217228893692-0.05477836702166555j),(0.08159704890909417-0.0019298264018856386j)
(811.9069213867188-48.08496856689453j),(348.151611328125-63.77887725830078j),(2.280808509068209+0.2797127292077188j),(0.1935379298355098-0.03910065781877097j),(0.08384286673167687-0.0015453843267890577j)
(810.2303466796875-54.81791687011719j),(350.283203125-56.48290252685547j),(2.2790488056254903+0.21099891177367958j),(0.19429460539310625-0.027046157122836617j),(0.08310027927807911-0.0002486318587721379j)
(807.2408447265625-56.589691162109375j),(352.494384765625-54.82270812988281j),(2.2603739687228908+0.19101050711584702j),(0.19377919469851612-0.0181278769032231j),(0.08228259778744777-0.0011204480384289655j)
(809.17822265625-59.52107238769531j),(351.0738220214844-50.91952133178711j),(2.281462491762075+0.16136180505588674j),(0.19258052556634284-0.011791715527626303j),(0.07949750464932033-0.0006394026899860525j)
(807.2948608398438-65.90007781982422j),(352.8802490234375-45.852882385253906j),(2.2736084553097595+0.1086811273165526j),(0.19106502274310802-0.007497045868550736j),(0.0823255811512-0.0010478843188447488j)
(805.2745361328125-64.55049896240234j),(354.52166748046875-45.35572814941406j),(2.257779759708401+0.10677131896957091j),(0.18945167701901847-0.004754953748677957j),(0.0803745705254431-0.0015562440991057466j)
