Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(831.3538208007812-30.68886947631836j),(325.9766845703125-90.76004791259766j),(2.3911932319435847+0.5716235290532515j),(0.1598803702849914-0.12377700295510957j),(0.07063256214807015+0.00043533629760204997j)
(826.7260131835938-39.88658142089844j),(332.3396301269531-77.81629180908203j),(2.3849416876127636+0.438409156423396j),(0.17665421731707784-0.09749228829926382j),(0.07127404147052822-0.0007423072714956675j)
(824.9175415039062-48.61960983276367j),(333.5423889160156-70.60250091552734j),(2.3966710739337764+0.36154733511016496j),(0.18670907674387893-0.07451458075614327j),(0.07083247394195938-0.0009659178913294842j)
(824.9823608398438-57.815006256103516j),(334.7149963378906-59.782752990722656j),(2.4184316913793564+0.25922202209002754j),(0.1922335371634185-0.05544268410467738j),(0.06911457628088884-0.0003533110028852602j)
(825.368408203125-52.72704315185547j),(333.0152282714844-54.76471710205078j),(2.4385595766705794+0.24269155083538269j),(0.19486521176562405-0.040224947234822186j),(0.06962342068615165-0.000751570519251693j)
(824.9685668945312-58.05394744873047j),(333.9391784667969-53.66384506225586j),(2.435458520029746+0.21753099339591117j),(0.1957484507328504-0.02848413688184181j),(0.06990795204970554-0.0011691791083939097j)
(824.0668334960938-62.89735794067383j),(338.2038879394531-48.48179626464844j),(2.413658024671874+0.16002512269666985j),(0.19564040820501305-0.019712307909883226j),(0.07222969910508792-0.0007811116674187568j)
(821.332275390625-63.84315490722656j),(337.97576904296875-46.78208541870117j),(2.410121288620195+0.14470666114592284j),(0.19501766100359266-0.013378080886182595j),(0.06721730229304335-0.0007520847731458274j)
(821.0333251953125-65.89750671386719j),(337.76739501953125-45.521602630615234j),(2.413226495876864+0.1301381706383166j),(0.19416491654201395-0.008980313803623128j),(0.06797182198494978-0.0004683276476077742j)
(823.256591796875-68.74424743652344j),(335.71771240234375-43.509151458740234j),(2.4378203871217243+0.11117450059122903j),(0.19324182225033892-0.006071380749238796j),(0.06946581284139369-0.0003985791354717801j)
(818.038330078125-59.76070022583008j),(342.4223327636719-37.725341796875j),(2.379322512257568+0.08761126808510761j),(0.19233001148599344-0.004264432385989123j),(0.06886954215407692-0.0007886216891878659j)
(817.1720581054688-61.11559295654297j),(342.1864318847656-35.53428268432617j),(2.3809615181997863+0.06864727675579248j),(0.19146446336836087-0.003232902717471396j),(0.06737711589021574-0.0007299847076041026j)
(819.8314208984375-61.54130172729492j),(341.1171875-34.38969421386719j),(2.39719565343484+0.06126200769388312j),(0.19065333868693227-0.002706706235347228j),(0.06743102371123066-0.0006253464092918786j)
(817.44921875-60.96293640136719j),(341.77020263671875-34.8565673828125j),(2.3851917232527957+0.06488763341575744j),(0.18988984643156215-0.002467351026523422j),(0.0658574443054691-0.00034279887588525696j)
(817.17626953125-62.4975700378418j),(343.6756286621094-34.12377166748047j),(2.372421709883459+0.053708803155613466j),(0.18915892512086813-0.0023429832939374506j),(0.0673227259038369-0.001559076923690701j)
(817.4718017578125-42.07550811767578j),(345.243896484375-25.04100799560547j),(2.364211460706654+0.04960762564547392j),(0.18844080177117287-0.0022037553413871832j),(0.06734127350212496-0.0011479521145263659j)
(815.1995239257812-43.81158447265625j),(346.1635437011719-23.77947998046875j),(2.352547583700293+0.03504347559925886j),(0.18771288546168527-0.0019576042227861775j),(0.06702803913650991-0.0006772804917917683j)
(817.7396240234375-40.59734344482422j),(345.68896484375-28.949989318847656j),(2.3588275267036853+0.08010289906351907j),(0.18695096848667533-0.0015463859435998768j),(0.06508767239248651-0.001021389601794724j)
(817.54931640625-42.20367431640625j),(345.74542236328125-26.04922103881836j),(2.3603971378483646+0.05577176506053401j),(0.18613033188795236-0.000942247703795318j),(0.06602209653748707-0.0006727118749792253j)
(815.0386352539062-43.16211700439453j),(347.3046875-25.144948959350586j),(2.343467647419789+0.04539028105650159j),(0.18522706570142053-0.000144099463313009j),(0.0638112920978289-0.0012595742336640706j)
(813.5025634765625-42.924652099609375j),(348.19000244140625-24.828798294067383j),(2.333301743569066+0.0431041274747351j),(0.18421970201989604+0.0008259490804642351j),(0.06357631567499755-0.0020410333040091835j)
(814.1058959960938-3.299104690551758j),(349.22430419921875-7.019121170043945j),(2.330431821422505+0.03739281168440576j),(0.18309110971734568+0.0019262939396206583j),(0.06239326565584115-0.0014951584306603j)
(813.7117309570312-1.6616401672363281j),(351.8265075683594-8.400199890136719j),(2.3116159875424707+0.05046918243903545j),(0.1818305059464167+0.0030997473963563574j),(0.06125631223965986-0.0018973969486569316j)
(812.9762573242188-0.7501220703125j),(351.9051818847656-11.630712509155273j),(2.307763510004746+0.0741415960797515j),(0.18043539610833145+0.004277655886127743j),(0.060170846589605705-0.0016775846583690893j)
(811.6185913085938-2.2456226348876953j),(353.17132568359375-9.256424903869629j),(2.296676434039333+0.05383616653612071j),(0.17891325592867033+0.005384158303378619j),(0.059407196731234686-0.0013860106653015027j)
