Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(898.1725463867188-52.39923858642578j),(261.0591735839844-65.86824035644531j),(3.2821896922156464+0.6274164539297006j),(9.670000158103449e-05-0.0007071017071734265j),(0.14664050944727092-0.002445878064071743j)
(893.3496704101562-62.347076416015625j),(263.6097412109375-54.662391662597656j),(3.2962205914185003+0.44699495556248703j),(0.04688232098815535-0.08518228675759394j),(0.1476531118153718-0.00113491397589645j)
(895.3689575195312-66.72846221923828j),(263.268310546875-52.05685043334961j),(3.321237865339303+0.4032567397487989j),(0.12450508287413867-0.12123013749159366j),(0.14711365328303164-0.0028290621207019357j)
(896.0182495117188-70.52096557617188j),(264.2597351074219-47.05792236328125j),(3.3325180840885587+0.3265742004320752j),(0.20015600537851297-0.11947649237959337j),(0.14868086441018719-0.0011884993123789007j)
(894.103759765625-69.29784393310547j),(263.786865234375-40.71361541748047j),(3.350231319191591+0.2543803138053854j),(0.260233639179015-0.09700839051761638j),(0.1443401523993828-0.0022848613173942324j)
(894.4327392578125-72.52146911621094j),(263.29522705078125-40.541629791259766j),(3.3598242672144467+0.24190063451702354j),(0.3024743385396214-0.06758820993453017j),(0.14433052552960382-0.0018787376397148348j)
(893.2799682617188-72.51763916015625j),(263.5343322753906-36.046775817871094j),(3.3643099380790087+0.1850039292363061j),(0.3294134868455841-0.039647418235074644j),(0.14594432690710943-0.002920765994800372j)
(891.1881103515625-73.75858306884766j),(266.0467834472656-37.16944122314453j),(3.3236020644138664+0.18710186181736752j),(0.34472539896901616-0.017242767021561335j),(0.14822081334648346-0.004351333161304984j)
(891.2398681640625-76.14311218261719j),(267.75244140625-34.874019622802734j),(3.309492779517132+0.1466735606425381j),(0.35168595712417844-0.0015794277952272074j),(0.1446058879282478-0.0030062266656797282j)
(891.97265625-75.36609649658203j),(267.6922912597656-35.03725051879883j),(3.312189841676021+0.1519802029433941j),(0.35277603168140004+0.007734118370642929j),(0.14189326234668964-0.0036708724396369886j)
