Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(844.1248779296875-35.124908447265625j),(311.7247009277344-82.80272674560547j),(2.557403085385925+0.5666379336787363j),(0.1562017099802667-0.13161264644908865j),(0.11029661000621005-0.001406082936541196j)
(837.7606201171875-43.496177673339844j),(320.23394775390625-73.73587036132812j),(2.5140732020558656+0.4430548323420527j),(0.1839726935352938-0.109777638910039j),(0.10989475733388805-0.0010673446580198574j)
(841.774169921875-54.22132110595703j),(317.04730224609375-62.60863494873047j),(2.5878970946733886+0.3400230268972665j),(0.20356581809656235-0.08779591821559517j),(0.10993197641265219-0.00132445391415759j)
(840.7127075195312-59.31370162963867j),(319.29107666015625-58.74241638183594j),(2.5799130990634125+0.2888794413840476j),(0.2166902503777319-0.06779241285283781j),(0.10800919290400217-0.0013523589620603774j)
(841.0173950195312-58.16179656982422j),(320.1254577636719-52.50311279296875j),(2.587350931956716+0.24266167954389883j),(0.2250220074648696-0.05077762355318011j),(0.1082149680991096-0.0004355578486212125j)
(839.2059326171875-60.30253601074219j),(320.3939208984375-49.18141174316406j),(2.5872224201590552+0.20893253816593296j),(0.2299596131596163-0.037032218791683856j),(0.10956073452556804-0.0005465982589085747j)
(837.0964965820312-63.903045654296875j),(323.1998596191406-46.4598274230957j),(2.5654375431130068+0.1710605317979224j),(0.23257057972320028-0.026407731462396302j),(0.10998078102098728-0.001943762808080959j)
(837.0496215820312-67.72622680664062j),(324.1549072265625-43.071258544921875j),(2.5647325705356856+0.13185064265466004j),(0.23362584702227177-0.018533547462877983j),(0.10631331146989957-0.00028275297965925904j)
(835.6983642578125-68.95296478271484j),(322.6523132324219-41.445823669433594j),(2.5750517245794016+0.11706773323724731j),(0.23366328610397-0.012948093684593624j),(0.10728140259526556-0.0004576850208102742j)
(837.23876953125-68.70674896240234j),(323.2945251464844-42.18598175048828j),(2.573619262214321+0.12330523150063809j),(0.23305129947436293-0.009176650711304636j),(0.10789400048369516-0.0008070109968630068j)
(832.822509765625-61.05840301513672j),(327.0225830078125-33.70233154296875j),(2.53895772968158+0.07495015157283362j),(0.23204100269891692-0.006774401048394232j),(0.1074917798598257-0.0004131435999287402j)
(833.8771362304688-62.549285888671875j),(327.78106689453125-32.86976623535156j),(2.537624055057545+0.0636456028163065j),(0.2308044871739423-0.005347927056175503j),(0.10656570077270006-0.0008308750336504148j)
(834.0841064453125-62.203407287597656j),(326.8869934082031-32.92470932006836j),(2.5449458594786485+0.0660417691935816j),(0.22946069747640274-0.004563821634921991j),(0.10697445884600781-0.0014316699078641838j)
(833.2426147460938-63.854034423828125j),(328.07928466796875-32.95696258544922j),(2.5337431612395447+0.05989541266577842j),(0.22809181944951407-0.0041498614167692445j),(0.10785506415868751-0.00039500287864000926j)
(830.89892578125-64.92715454101562j),(328.3970031738281-32.739933013916016j),(2.52478220210265+0.05400184977073454j),(0.22675313980410922-0.0038921114966393956j),(0.10785512459097044-0.001141652494503571j)
(835.7210083007812-43.89161682128906j),(330.6330871582031-25.261409759521484j),(2.523053126101034+0.06001898422433323j),(0.22547886088793936-0.003630030648611274j),(0.10506967829445327-0.000955947744664212j)
(831.7915649414062-45.12720489501953j),(328.89801025390625-22.537715911865234j),(2.5265640520097903+0.035925355502110054j),(0.22428572551558504-0.0032508288141206926j),(0.10812288899618945-0.0015697924391923294j)
(832.5617065429688-43.76523971557617j),(328.9753112792969-23.946395874023438j),(2.5270666560290667+0.050912327629111416j),(0.22317571003288497-0.002683795452534968j),(0.10662841053257383-0.0020473355808748165j)
(831.4187622070312-43.78839111328125j),(332.7585754394531-23.02227020263672j),(2.4957225206517304+0.04107724974455416j),(0.22213855081011344-0.0018949539228334384j),(0.10631499306358329-0.00196487534570568j)
(832.14208984375-44.09454345703125j),(330.3035583496094-24.017858505249023j),(2.5157307336890824+0.04943307732924016j),(0.22115449451329233-0.0008821458270760119j),(0.10391873551649854-0.0015635908471538125j)
(831.4036865234375-43.470664978027344j),(330.9085998535156-24.24442481994629j),(2.508645942985756+0.052431435732508795j),(0.22019739455904255+0.0003295159677446755j),(0.10353233190825284-0.002457506862912132j)
(831.1228637695312-2.2659873962402344j),(332.91693115234375-9.410648345947266j),(2.4946862709370143+0.06371147228707477j),(0.21923809623088755+0.0016919783905323881j),(0.10121020301141982-0.0024307898621556087j)
(829.6296997070312-2.9897613525390625j),(335.41400146484375-7.32112979888916j),(2.472466431017899+0.04505323643718884j),(0.21824794369120484+0.0031385426368289635j),(0.10160164644762965-0.0025639234320404j)
(828.3856201171875-2.9981918334960938j),(334.8675537109375-8.768702507019043j),(2.4723101546228925+0.05578551941045863j),(0.21720219107702737+0.004588273543977329j),(0.10156243420046702-0.002569294419744371j)
(825.84521484375-3.0991439819335938j),(337.71942138671875-8.710286140441895j),(2.44396991482053+0.05385693609239352j),(0.21608309884956817+0.005950607012798172j),(0.09946580156806908-0.002130680068245252j)
(826.8859252929688-2.7326393127441406j),(337.4620666503906-8.254015922546387j),(2.4490407025035275+0.05180369400983732j),(0.21488253914913738+0.007130146485232758j),(0.09810139975404224-0.002315197461979911j)
(827.1310424804688-3.8401145935058594j),(337.68475341796875-7.638703346252441j),(2.4484221711602934+0.04401340566294005j),(0.21360401235013293+0.008031541381481001j),(0.09805121452284694-0.00202769951112155j)
(824.6539306640625-14.410959243774414j),(340.0795593261719-10.781770706176758j),(2.42379256100717+0.03446786514181344j),(0.212264079976042+0.008564252875024785j),(0.09765029147351742-0.0017475229131675893j)
(824.6275634765625-15.121692657470703j),(340.8675537109375-9.902077674865723j),(2.4184501070176068+0.02589272008707984j),(0.21089333096074772+0.00864694865893694j),(0.09673133173797079-0.0008006908851757064j)
(824.8226928710938-15.600690841674805j),(340.1913757324219-10.072673797607422j),(2.423817269597941+0.02590785801379373j),(0.20953710007907952+0.008211237217823792j),(0.0944730049329214-0.002634287953435989j)
(823.9795532226562-18.046550750732422j),(339.9349060058594-6.218165397644043j),(2.424093330694368-0.008746196488270484j),(0.20825622997245732+0.007204458343078639j),(0.09346089344514133-0.0021192330600545593j)
(825.0794677734375-22.43553924560547j),(339.28173828125-1.2832722663879395j),(2.43205698533562-0.0569277558641788j),(0.20712819585319947+0.0055912930344312025j),(0.09218121825622261-0.00263031422953051j)
(823.365234375-37.95177459716797j),(339.35516357421875-16.982751846313477j),(2.425785555659815+0.009561485650607108j),(0.20624888685322676+0.0033540465755207112j),(0.0916921997093288-0.0023464563131865863j)
(825.2628173828125-40.68899154663086j),(338.57464599609375-12.751832008361816j),(2.43852911453414-0.028334306907029597j),(0.20573526413961032+0.0004916020366024931j),(0.09049257310764296-0.0016689216266692127j)
(825.6827392578125-43.118648529052734j),(338.4287109375-12.059307098388672j),(2.4411941382830835-0.040420739395355336j),(0.2057290120495148-0.002982747130854931j),(0.08889377467842828-0.0014597887371359452j)
(826.09521484375-47.87993621826172j),(337.8262634277344-6.690406322479248j),(2.447172659134394-0.093264971372276j),(0.2064011982734303-0.007044076108183454j),(0.08857167290224649-0.0005041560128409143j)
(826.4025268554688-54.719573974609375j),(337.3148498535156+3.43668270111084j),(2.4480372239181007-0.18716253132982583j),(0.20795790724141322-0.011658295809647707j),(0.08722640878810003-8.774474934638197e-05j)
(829.0654907226562-67.84683227539062j),(335.1428527832031+15.563210487365723j),(2.4590637572108394-0.31663440902724743j),(0.2106468522643016-0.016782833655734356j),(0.08730502093195251+0.0017623757578099039j)
(837.6103515625-83.11923217773438j),(326.345947265625+32.00670623779297j),(2.517438596832243-0.5015970052325761j),(0.21476513091385607-0.022363346563467133j),(0.08768498515555831+0.0031062070360257277j)
(852.970703125-99.49900817871094j),(310.9901428222656+48.075286865234375j),(2.630438155178028-0.726576331389674j),(0.22066853394389177-0.02832340092755389j),
(871.9728393554688-113.34195709228516j),(290.73638916015625+64.70954895019531j),(2.7749535118141937-1.0074691649217313j),(0.2287830144994326-0.034542956274167765j),
(894.2921142578125-117.40218353271484j),(266.418212890625+77.24928283691406j),(2.978532052512758-1.3043089086358588j),(0.23961875882104122-0.040820096465318284j),
(912.9510498046875-103.79216003417969j),(243.06423950195312+87.46134948730469j),(3.189403090338809-1.5746522777618068j),(0.2537861852969145-0.04680862208976818j),
(923.16357421875-62.517799377441406j),(220.3466033935547+96.30170440673828j),(3.4135715651366203-1.775614205932069j),(0.27201013409411023-0.051921677021465454j),
(929.7241821289062+11.491518020629883j),(198.51943969726562+113.69242095947266j),(3.551571667029188-1.9761050283701362j),(0.29513187030463883-0.055188509818600455j),
(923.38134765625+143.54046630859375j),(162.95248413085938+134.15818786621094j),(3.8095859752764976-2.255545146276345j),(0.3240757684800071-0.05504841873807227j),
(886.8489990234375+312.5714416503906j),(122.63690185546875+143.1431121826172j),(4.320402430498078-2.4940650285908066j),(0.3597349065640796-0.049065426293703335j),
(796.974853515625+470.17010498046875j),(84.89319610595703+145.36968994140625j),(4.799225726870611-2.679741855985661j),(0.40269232220125395-0.03355613453858478j),
