Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(822.6351928710938-20.34244155883789j),(335.52008056640625-98.5777816772461j),(2.2733909197659394+0.6073061017775765j),(0.155918882012364-0.1229090296472755j),(0.08479720268492351-0.0016499473536696432j)
(812.7232666015625-33.226646423339844j),(344.47369384765625-86.1802978515625j),(2.243057584958621+0.46471102788300694j),(0.17496783749245232-0.09737679584528439j),(0.08418604692727859-0.0011628361614343526j)
(813.0224609375-42.78266143798828j),(346.8540954589844-76.69364929199219j),(2.260734238439345+0.3765309364862942j),(0.1865128207255588-0.0744348912349938j),(0.0843660465940148-0.0018382826248619759j)
(813.7806396484375-50.47996139526367j),(347.43280029296875-68.22077941894531j),(2.282782327885013+0.302945571541008j),(0.19280750679491054-0.05513002306969374j),(0.08307690903849661-0.0012181626218015767j)
(811.2738037109375-51.696495056152344j),(348.4619445800781-60.315269470214844j),(2.2853652177430823+0.24721759500507276j),(0.19564064707115222-0.039653828014845745j),(0.08598068126483477-0.0002839393637632444j)
(811.9718627929688-54.07045364379883j),(349.0438537597656-57.913818359375j),(2.2889626581617635+0.22487751360434216j),(0.19631477531074215-0.02773451530435696j),(0.08365704574031305-0.00032208820995318027j)
(808.2678833007812-58.29991912841797j),(350.7793884277344-51.90375900268555j),(2.2789032096243247+0.17100127839103943j),(0.19572296238521475-0.018888616207181675j),(0.08402005415881833-0.00125806474419381j)
(810.6687622070312-64.41609191894531j),(348.6181945800781-47.10692596435547j),(2.308200124423622+0.12711935619589365j),(0.1944497451886881-0.012568280375719876j),(0.08055274835068787-0.001824125384532193j)
(808.7098388671875-64.97956085205078j),(352.49847412109375-45.61867904663086j),(2.279894274113275+0.11071311555682786j),(0.1928630924898706-0.00824008565950241j),(0.08320653875387993-0.0012869101844082682j)
(807.6860961914062-66.13818359375j),(352.40179443359375-46.09504699707031j),(2.277528483060815+0.1102281528745858j),(0.19118639312498617-0.005422620888915295j),(0.08319947755562375-0.0007585184806277879j)
(805.2222290039062-54.95561981201172j),(356.72930908203125-43.15530776977539j),(2.24304582724229+0.11729822063686288j),(0.1895498833061362-0.00370087431435065j),(0.08263914054224297-0.0011115171674274606j)
(806.2988891601562-57.93580627441406j),(354.74127197265625-39.396400451660156j),(2.2631458986432205+0.08801906712301949j),(0.18802497782070027-0.002728409817975742j),(0.0804154639479485-0.001581544842100354j)
(805.3690795898438-60.516639709472656j),(354.6549072265625-37.248294830322266j),(2.2638028604942937+0.06712484781928515j),(0.18664590734453737-0.0022236493585470725j),(0.08142587286603514-0.00128637698524867j)
(805.2227172851562-58.90230178833008j),(356.70635986328125-38.37876510620117j),(2.249113210364747+0.07685841603727096j),(0.1854226766572438-0.00196374361153085j),(0.08182975386563233-0.0018417807482083042j)
(801.3953247070312-57.307594299316406j),(358.5630798339844-37.938785552978516j),(2.2269979827270414+0.07580815238107035j),(0.18434853481405425-0.0017778719436762145j),(0.07977431385650494-0.0012862261663113615j)
(803.5523071289062-39.84164810180664j),(359.0373229980469-27.86074447631836j),(2.2332380377351426+0.0623278550415454j),(0.1834042897837965-0.0015408831943344134j),(0.07661385852043986-0.001497601936111848j)
(803.4959106445312-38.94886779785156j),(359.2098693847656-29.667438507080078j),(2.23058243987109+0.07579635720652435j),(0.18256106183671023-0.0011676569548979701j),(0.08002311153729377-0.0020519442993746657j)
(802.1782836914062-40.606075286865234j),(362.7439880371094-28.028322219848633j),(2.2068908764163755+0.05857953267912804j),(0.18178249038907401-0.0006082512500958712j),(0.07772886080946875-0.004000756479844632j)
