Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(835.8623657226562-29.95612907409668j),(323.625732421875-89.65937042236328j),(2.4225109677205654+0.5785840258490604j),(0.16490101916556485-0.12358843371035791j),(0.07644130044492425-0.000473931144243654j)
(829.4789428710938-41.11686706542969j),(329.0486755371094-76.74679565429688j),(2.418421816384772+0.43911210901151526j),(0.18148385937525763-0.09821436147271655j),(0.07425816996484365-0.00070651828092146j)
(831.8324584960938-49.462684631347656j),(326.9261474609375-68.52460479736328j),(2.467702589156401+0.36594093490891366j),(0.19177216939637734-0.075899537325345j),(0.07589279100444678-0.001359614481840835j)
(829.6525268554688-56.37420654296875j),(327.2158203125-60.99934387207031j),(2.481374311322764+0.29029158265640725j),(0.19773694125343722-0.05720884460593739j),(0.07418117152178202-0.0008404498756143586j)
(828.601806640625-56.827232360839844j),(329.6975402832031-55.12066650390625j),(2.4729139868342673+0.24107378760552522j),(0.20087227406435873-0.04212378320108272j),(0.07507445074876873-0.0002704376345974834j)
(830.3158569335938-58.925575256347656j),(328.12786865234375-53.91551208496094j),(2.492673043880729+0.2299962166420548j),(0.2022394048262256-0.030323394186697238j),(0.07398741377629439-0.0005741681833097871j)
(828.1143798828125-60.506797790527344j),(331.76336669921875-48.20689392089844j),(2.4704403765169345+0.1765880903639469j),(0.20255428467359898-0.02135693694061672j),(0.073664247595034-0.0003034702400379339j)
(827.64013671875-66.41085815429688j),(332.4644470214844-44.134552001953125j),(2.4723575634808794+0.12845143497648162j),(0.202278192336487-0.014742047332003804j),(0.07432329067421387-0.00028644100991995344j)
(826.1961059570312-68.07171630859375j),(333.8944091796875-42.414451599121094j),(2.460615337735164+0.10869883663819467j),(0.20169483292473764-0.010016120986908801j),(0.07668964083115844-0.00044356219994273066j)
(825.4144897460938-70.57544708251953j),(334.6372375488281-41.72735595703125j),(2.4547253454795364+0.09518890192369489j),(0.20096961808541838-0.006760354783407101j),(0.07215996795763038-0.0005709155747329137j)
