Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(845.4336547851562-34.9537353515625j),(312.3298034667969-84.62883758544922j),(2.5499690408717095+0.5790263319379914j),(0.16728861404954537-0.12855513765361656j),(0.08221305530227378-0.0006628834699777982j)
(839.5265502929688-45.37187957763672j),(319.6843566894531-74.4183120727539j),(2.52245829853926+0.44526798479489677j),(0.18914774029664289-0.10419315692453152j),(0.08039486085312918-0.0005657586469599498j)
(842.4805908203125-53.63421630859375j),(317.1441345214844-65.70236206054688j),(2.580733005496612+0.36553107997743767j),(0.20374641687670278-0.0815945820549615j),(0.07974030320275739-0.0012317485071178225j)
(839.8282470703125-59.67414855957031j),(318.0629577636719-58.91962432861328j),(2.5864459079275837+0.291509182124546j),(0.21298794718563893-0.06199976552711405j),(0.08005410064956672-0.0011499452709058647j)
(838.0531005859375-58.75946807861328j),(320.3013916015625-52.48063659667969j),(2.5773187331785037+0.23883711328455381j),(0.21847323533845533-0.04582815866339048j),(0.08056583185493668-0.000826055864619821j)
(838.5952758789062-61.240997314453125j),(320.68511962890625-50.45680618286133j),(2.58115933733582+0.21515204439926838j),(0.22142792604045552-0.03300953961924348j),(0.08133096653051837-0.00047233796968222983j)
(838.400634765625-62.740203857421875j),(321.27325439453125-47.72697448730469j),(2.581655357300567+0.18823351987218873j),(0.22273344441346454-0.023213755140102058j),(0.07817621180627168-0.0009476403475539804j)
(837.2110595703125-67.31513977050781j),(321.479736328125-44.359397888183594j),(2.583937152125796+0.1471531519187752j),(0.2229956024163905-0.015996506540479783j),(0.0780756263473158-0.00016346130836401228j)
(835.4320068359375-69.45110321044922j),(321.5746154785156-41.18589782714844j),(2.583228465322647+0.11487685485230366j),(0.22261692292132523-0.01088556850281184j),(0.07900821931617301-0.00022136479353826062j)
(831.9376831054688-69.66548156738281j),(326.8561706542969-42.241886138916016j),(2.5305510397243998+0.11390259895306458j),(0.22185832303050826-0.0074283740321214225j),(0.07930078575523912-0.0015247721177578293j)
(833.3576049804688-61.72526168823242j),(326.5874328613281-33.74549865722656j),(2.5440805098139267+0.0738730315744079j),(0.2208861406163188-0.005216023749817805j),(0.07911099818293413-0.0012327141660954815j)
(832.60546875-62.37105178833008j),(325.80706787109375-32.79019546508789j),(2.5489650529360315+0.06509990918770456j),(0.2198053142113438-0.0038935531192989137j),(0.07653922030461313-0.000211282164812693j)
(833.3046875-61.965423583984375j),(325.6635437011719-36.3071403503418j),(2.5483293766438675+0.09383036371047625j),(0.21868135282648377-0.0031625006177518427j),(0.07778178357984879-0.0009035879239924342j)
(833.2916870117188-61.47177505493164j),(325.969970703125-35.18928146362305j),(2.5470204180008227+0.08637618755789336j),(0.2175540716670891-0.002779349468693314j),(0.07674575189346235-0.0012878172073543435j)
(830.4906005859375-64.54415893554688j),(329.79931640625-31.82794189453125j),(2.5136456034287114+0.04687701430764128j),(0.2164457545393258-0.0025519069172506544j),(0.07601081279937598-0.00039285841136332865j)
(833.5025024414062-43.86353302001953j),(329.6065979003906-24.862525939941406j),(2.5244543187001556+0.05734344543846825j),(0.2153658620223144-0.0023347949429713714j),(0.0775595230210461-0.0011811280261786103j)
(832.4666137695312-43.06106948852539j),(330.0754089355469-25.908418655395508j),(2.51678371355259+0.06709017402626406j),(0.21431384108472162-0.0020247026810796655j),(0.0762668329018183-0.0012466926329912443j)
(829.9102783203125-44.827449798583984j),(330.97607421875-22.264511108398438j),(2.505237433373904+0.03308528234795449j),(0.2132810942280351-0.0015557339000302653j),(0.0753957300332238-0.0011455915417207525j)
(832.1698608398438-43.44269561767578j),(330.17645263671875-24.16028594970703j),(2.516532426089171+0.05257021589436705j),(0.21225276269506024-0.0008949826906365241j),(0.07443108883686872-0.0013640656531174085j)
(830.8890380859375-42.59393310546875j),(332.3657531738281-24.954853057861328j),(2.49547788884735+0.05921293253569962j),(0.21120966910681757-3.834200244927208e-05j),(0.07380539004845696-0.0016035359484177902j)
(829.8228149414062-43.498477935791016j),(332.79541015625-24.057857513427734j),(2.4899290953288173+0.049291188993459766j),(0.21013053926806433+0.0009935272143448755j),(0.07238801982217322-0.0015218348978278215j)
(830.509521484375-2.2693920135498047j),(335.1204528808594-8.158573150634766j),(2.476938630514769+0.05352968712869219j),(0.20899446767574045+0.0021591723342472874j),(0.07270249838797581-0.0017791109775251333j)
(827.9728393554688-3.1202354431152344j),(335.57208251953125-9.068793296813965j),(2.465797607608101+0.05733961307982499j),(0.20778349507361285+0.0034003730802750305j),(0.06952181562836689-0.0019313233203180195j)
