Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(845.114013671875-33.20425033569336j),(313.95635986328125-86.97281646728516j),(2.527179326298515+0.5943235342378155j),(0.17150794444746814-0.12578509440779884j),(0.08219614111347429-0.0007451577297629059j)
(836.3828735351562-41.30695343017578j),(321.6722412109375-77.72273254394531j),(2.4860018435075837+0.47225679898472334j),(0.18802589745656487-0.09952200877603987j),(0.08008576523150038-0.0012198095472832826j)
(838.4141235351562-50.07402038574219j),(320.29998779296875-68.96846008300781j),(2.533775294048022+0.389249343093035j),(0.19819656897000762-0.07656993156362145j),(0.07898309708904522-0.0010828248457940366j)
(836.4871826171875-57.85750961303711j),(321.4214782714844-60.42044448852539j),(2.546322178369921+0.29864963826090385j),(0.20404262209240817-0.05743559813110875j),(0.0800798483403646-0.0010180037605112525j)
(834.4384155273438-56.985984802246094j),(323.177734375-55.131004333496094j),(2.5381959153178912+0.25666157158017133j),(0.20708014190914947-0.04205305870156935j),(0.07913725489047228-0.0013897624575458561j)
(833.960693359375-59.048980712890625j),(325.2423400878906-51.71538543701172j),(2.5290475883213217+0.2205791843900294j),(0.20837590782541576-0.03006519547535069j),(0.07911072357792531-0.0007929700194513747j)
(833.4710083007812-63.98955535888672j),(324.9731140136719-48.50605010986328j),(2.5375938464715855+0.18185842572213023j),(0.20864307896711495-0.020994338149448247j),(0.07730086837150836-0.000491638642983684j)
(832.58642578125-64.75090026855469j),(327.8084411621094-47.15084457397461j),(2.5162103560203573+0.16439644736584516j),(0.2083365217588711-0.014337909629215677j),(0.07617878389201367-0.0007519770709309686j)
(831.238037109375-68.92459869384766j),(328.09381103515625-42.29977798461914j),(2.5187554614806573+0.11465683551190231j),(0.207732552618608-0.0096176903258195j),(0.07927801178718574-0.0010075833577459616j)
(829.70361328125-69.29901123046875j),(330.767822265625-41.2349853515625j),(2.4957483616777814+0.10162154128011719j),(0.20698965109664774-0.0064023427004437135j),(0.07863272696572836-0.0007891055935734294j)
(828.9971923828125-61.308475494384766j),(332.8927001953125-36.232017517089844j),(2.480938884613141+0.08585633032799786j),(0.20619181147198173-0.004315502512367861j),(0.07817368482878363-0.0005384176090438593j)
(829.47705078125-61.41876220703125j),(329.5508728027344-35.532264709472656j),(2.5079317735750735+0.08403477499364011j),(0.20537791473260356-0.003036620147224731j),(0.07725970513394853-0.0010645257445122812j)
(829.8095703125-61.15687561035156j),(330.8841857910156-34.178382873535156j),(2.5002696865107583+0.07343445249345797j),(0.2045606623526283-0.0022984857679457494j),(0.07792907753586366-0.0007765970975968001j)
(826.9161987304688-63.491512298583984j),(331.4154357910156-32.73564529418945j),(2.4897364680065115+0.05434755189086311j),(0.20373816222246047-0.001883453737049045j),(0.07454078680313725-0.0018012206317504277j)
(828.20654296875-63.2037353515625j),(332.5989990234375-33.79834747314453j),(2.4837675793107628+0.06236790969732289j),(0.20290063667691793-0.0016193177128441601j),(0.07507637754780454-0.0011313943859634634j)
(828.0023193359375-43.6760139465332j),(333.031494140625-24.614242553710938j),(2.4823909226166023+0.05232585699094213j),(0.20203411782082556-0.0013752313882046242j),(0.07731570684588837-0.0023190348549741607j)
(825.470703125-40.97615051269531j),(336.1594543457031-27.991168975830078j),(2.448764134755381+0.08200757054074881j),(0.20112247115515072-0.0010577951882499083j),(0.07551915219333354-0.0009851601652010305j)
(825.6134643554688-43.75524139404297j),(336.8219909667969-26.54090690612793j),(2.446233710246309+0.06285224940174156j),(0.20014865839642568-0.0006073014432699595j),(0.07421289629028203-0.002042854106517069j)
(828.2141723632812-38.97071075439453j),(334.005126953125-27.94695281982422j),(2.472100432992249+0.09016916502761817j),(0.19909580877364158+5.924116463631512e-06j),(0.07382736291499027-0.0015412356559526199j)
(824.4820556640625-41.20382308959961j),(337.63531494140625-24.565814971923828j),(2.437904175425315+0.05534160372537414j),(0.19794840424239882+0.0007851642766389295j),(0.07151006226760931-0.0014762961479770657j)
(824.666259765625-41.28752136230469j),(337.76702880859375-27.09646987915039j),(2.435655006075742+0.07315732158046508j),(0.19669368754003463+0.0017110110485155238j),(0.07176067667734845-0.0017118483386029076j)
(823.8241577148438-1.5996932983398438j),(340.6459045410156-9.747452735900879j),(2.4165736076727597+0.06445327371500004j),(0.19532326432272965+0.002745179719962547j),(0.07017146254621244-0.0018086495306455501j)
(821.7967529296875-1.8181724548339844j),(342.507080078125-8.53973388671875j),(2.3979986056542013+0.05448091027466991j),(0.19383478513014127+0.003834456030151083j),(0.07268358647599035-0.002356214033860036j)
(821.1441040039062-2.5186214447021484j),(342.0292663574219-9.152761459350586j),(2.3992796208024836+0.056841371517219116j),(0.19223355391351432+0.004914750844646881j),(0.06939654542719961-0.0019234146220986248j)
(820.3190307617188-1.926992416381836j),(343.90130615234375-9.52431869506836j),(2.383659595452184+0.0604119288283805j),(0.19053391136788025+0.00591518599892974j),(0.06406706997657967-0.0014805592230747113j)
(820.7034912109375-2.680675506591797j),(340.8576965332031-9.294759750366211j),(2.4061851476759757+0.05774913565443984j),(0.18876027595686765+0.006762086083608982j),(0.06677965846977725-0.0015913294832580085j)
(819.0650634765625-3.0692081451416016j),(344.60443115234375-8.139900207519531j),(2.375711694510438+0.04721021118506253j),(0.18694778385193864+0.007382711580729634j),(0.06517764463681011-0.0017241466045858122j)
(814.87939453125-12.467161178588867j),(351.20697021484375-10.902769088745117j),(2.3190926286116866+0.036495204633138476j),(0.1851425395025798+0.007708545775799001j),(0.06600828669765721-0.0018668111619176777j)
(816.7780151367188-14.135839462280273j),(347.1894836425781-9.909013748168945j),(2.351788838564806+0.02640652699402306j),(0.18340155845516856+0.007677946055846149j),(0.06261740269115489-0.0018128519466983277j)
(817.869384765625-15.176342010498047j),(348.0076599121094-10.333596229553223j),(2.349371103918688+0.02615204036909969j),(0.18179254092024638+0.007237991816519558j),(0.061904513051310305-0.0012887055311619254j)
(817.4830322265625-19.104482650756836j),(346.35174560546875-7.257074356079102j),(2.360387738831379-0.0057022184699187465j),(0.1803936483798165+0.006345406392821764j),(0.06093281330155888-0.0014999880087003803j)
(818.2946166992188-18.69573402404785j),(347.87664794921875-5.9031596183776855j),(2.352489652370062-0.013822750488924687j),(0.1792934606440128+0.0049664984797615315j),(0.060080461348065696-0.0012901889437385474j)
(815.68603515625-37.72317886352539j),(347.751953125-16.437273025512695j),(2.345484438198223+0.0023873028368920266j),(0.1785912679753494+0.003076159464483988j),(0.058749675857248974-0.0014922342480079129j)
(816.729736328125-39.95397186279297j),(346.2453918457031-14.330934524536133j),(2.359551526708282-0.017731336129964144j),(0.17839781055176337+0.0006560691764766742j),(0.0579899632916333-0.0012127210581270485j)
(816.6107177734375-43.534584045410156j),(345.8245849609375-10.173916816711426j),(2.3630020573625594-0.056368455349371446j),(0.17883653182749187-0.0023075912374282887j),(0.056403479680535-0.0011198091804869338j)
(817.139892578125-46.927207946777344j),(345.9512939453125-6.732563018798828j),(2.3637530863403438-0.08964583129153798j),(0.18004538609207574-0.005826437201033824j),(0.05450107471763598-0.0011455403627256538j)
(816.3114624023438-55.98084259033203j),(344.8445129394531+2.206716537475586j),(2.366051335774745-0.17747722496674334j),(0.1821792598140098-0.009911479169675521j),(0.05319194143990134-0.00060906849431127j)
(819.983642578125-67.28321838378906j),(342.7490539550781+14.81983757019043j),(2.3794368776047685-0.29918707356039226j),(0.18541315412491036-0.01457303272351888j),(0.05502856025505573+0.00030080447502097584j)
(828.4763793945312-83.91947937011719j),(334.8693542480469+30.627283096313477j),(2.4307749100830875-0.4729232719436628j),(0.18994644129201044-0.019817617494847364j),(0.05637989373776867+0.00027135380873328146j)
(842.4217529296875-98.35047912597656j),(322.0867004394531+46.60411834716797j),(2.5185988676021074-0.669781020223471j),(0.19600873119166454-0.025640126167362755j),
(863.6087646484375-114.4398422241211j),(297.3663330078125+63.852577209472656j),(2.697193588801645-0.9640049066833719j),(0.2038680940050472-0.032009066610912594j),
(887.4935302734375-115.64514923095703j),(272.69366455078125+73.59982299804688j),(2.9268739606650254-1.2140456406233984j),(0.21384243365421832-0.03884206965262031j),
(906.1176147460938-106.03424072265625j),(250.12168884277344+86.15933227539062j),(3.107895063784217-1.4945061579016568j),(0.22631442911930397-0.045968013723157126j),
(918.836181640625-67.2064437866211j),(226.38348388671875+94.6745834350586j),(3.3489014419864267-1.6973954379288385j),(0.2417492274552201-0.0530708954792612j),
(920.9510498046875+1.8670082092285156j),(207.80152893066406+110.59355163574219j),(3.4573756751788456-1.8310570139008946j),(0.26071130580821683-0.059608813878272014j),
(920.1951904296875+124.0459213256836j),(171.82733154296875+133.4232940673828j),(3.690651997545394-2.143855823955868j),(0.28387156686970116-0.06469911968432385j),
