Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(1054.529296875-106.7384033203125j),(-8.425570487976074-0.36252546310424805j),(-124.38285594230747+18.020186999764572j),(-360.2008135903569+589.0005807348433j),(-18.024987185872344+61.73160061972295j)
(1092.4669189453125-111.05767822265625j),(-5.91204309463501-1.0201106071472168j),(-176.29654890367237+49.204590207862765j),(2494.4678826828567+1963.6766839694976j),(-2.0970270214031803-0.7704261097310445j)
(1118.8912353515625-112.71851348876953j),(-4.945601463317871-1.18925142288208j),(-208.6916235997476+72.97501152796472j),(-2768.865816887449+3780.5169176493882j),(29.105676146774567-43.93492136985238j)
(1135.781005859375-114.86322021484375j),(-5.20149040222168-0.8941488265991211j),(-208.402378161044+57.907626241001104j),(-844.6860620347699-5301.961763168145j),(-643.1915601743242+184.44625757301947j)
(1145.94384765625-109.21485900878906j),(-2.133338451385498+0.6861724853515625j),(-501.7211369632891-110.18053902420772j),(-3379.2811255448255+4155.635932908527j),(21.433171217800382+509.26898673186986j)
(1152.266845703125-110.20178985595703j),(-3.4499924182891846+2.51065731048584j),(-233.55082683344415-138.01894125308453j),(3080.8946292519695+3642.37624536008j),(1055.918307846635-230.7404532657366j)
(1154.848876953125-110.25906372070312j),(-1.6586079597473145-0.06009054183959961j),(-692.9579920432648+91.58239235618129j),(3712.0738455823634-300.72878527036886j),(-660.3597496300074-51.16951645806376j)
(1154.748779296875-108.97388458251953j),(-1.2283008098602295-0.2869377136230469j),(-871.8172266082914+292.38043596466775j),(1401.0986197100917+1848.176602039648j),(-495.28527732552004+615.9669990924044j)
(1153.9361572265625-109.60839080810547j),(-0.7745142579078674+1.110520362854004j),(-553.9506573208903-652.7511779172995j),(-625.1426744066218+171.41480039991234j),(-353.9225130238638-52.54436940740796j)
(1154.2923583984375-110.90748596191406j),(-1.0301576852798462-0.5310821533203125j),(-841.3792765508107+541.420999795862j),(774.8362468457934+923.3687906800884j),(-343.23671069333915+1140.088772026802j)
(1155.11279296875-96.84645080566406j),(-1.4776129722595215-0.7332754135131836j),(-601.1667515331104+363.87556093548517j),(2854.131852114271+1372.5923323549084j),(1109.3160325223428+4551.019650503428j)
(1155.431396484375-95.78811645507812j),(-1.8296403884887695-0.7980356216430664j),(-511.38407482063445+275.40429675315966j),(4591.740489546385+2377.0785023265266j),(1871.1743342204356-72905.81686493658j)
(1155.659423828125-94.89026641845703j),(-1.0200861692428589-0.4115018844604492j),(-942.0742485124596+473.0537571557942j),(2379.7277680934403+6750.733009601422j),(410.2445826544002+533.8669337881415j)
(1155.637939453125-95.7506103515625j),(0.2878044843673706-0.0276031494140625j),(4010.3761760094603+51.9394354618263j),(-8985.809995672205+1295.4856945944966j),(636.5844234675342-810.257606709357j)
(1154.5877685546875-95.76266479492188j),(0.0995708703994751+0.11939048767089844j),(4283.690994555676-6098.115033345746j),(90.74287242592804+10889.585963452178j),(557.396527367479-418.11242733110345j)
(1157.447265625-67.5358657836914j),(-0.11993741989135742+1.3708105087280273j),(-122.20719660084163-833.6601174971529j),(-10332.499439281624+7133.120867070308j),(-7071.685102607341-4423.097170300142j)
(1157.826171875-67.69837951660156j),(0.12438046932220459-1.0695152282714844j),(186.67229335303472+1060.861738501857j),(-5896.411622062327-12748.393878073315j),(-64.75587379964597-112.85608123728059j)
(1157.1759033203125-67.93668365478516j),(0.7278206944465637-0.5733842849731445j),(1026.4159497879143+715.2779465761823j),(14412.172078631897-5247.84024064653j),(-2446.35552448738-3250.0609512010783j)
(1157.5987548828125-67.08517456054688j),(0.47456181049346924-0.14199256896972656j),(2277.686479094602+540.1390804016975j),(-16008.628394571304+3624.3723578896193j),(-2014.5532881127535+313.736427345452j)
(1157.1220703125-67.85525512695312j),(-0.3264898657798767+0.0507049560546875j),(-3492.177458702311-334.51405663339085j),(5397.853498963726+16395.932187641618j),(43503.833956627335-50612.15655150343j)
(1157.6728515625-68.2277603149414j),(0.3810284733772278+0.30931663513183594j),(1743.7650410676108-1594.640132515661j),(15934.218138363469+8099.037528136308j),(-1061.6729134031082-5873.998213995883j)
(1159.061767578125-11.137636184692383j),(0.5274832844734192+1.0425844192504883j),(439.3236200644211-889.4492229093969j),(-1803.201060826041+18160.488078415234j),(454.94902355013176+54.25258134363034j)
(1158.716552734375-11.062101364135742j),(0.03688466548919678+0.11775016784667969j),(2721.4928156426854-8987.97190655542j),(-18190.12272044749+2702.8985764936792j),(-143607.82543360116-9764.662135451661j)
