Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.182036902955657,-0.0009333989952690433,25.430681788858024,0.0002,0.0,0.0
4.1821186375364,-0.0010593894606488042,25.42046748387045,0.0002,4.197,9.344000000000001
3.551950560208201,-3.991609260204337,25.540055005685275,4.0,1.46,19.625
3.508022110787537,-3.995490144854503,25.732576608776224,4.0,1.415,29.157
3.4671801245720286,-3.992119662904065,25.947810466401616,4.0,1.376,38.672000000000004
3.423625490181243,-3.991255200367918,26.247411593932842,4.0,1.332,48.25
3.376146743727694,-3.993636047299133,26.556980116184878,4.0,1.282,57.735
3.325073258931971,-3.992290879025617,26.856291009827753,4.0,1.23,67.219
3.273924770911739,-3.9961379781309794,27.183944886106705,4.0,1.176,76.735
3.2267553081972875,-3.992952956198255,27.552353981968793,4.0,1.126,86.25
3.1864397900850356,-3.9937355545921425,27.92811015956668,4.0,1.085,95.797
3.1527848504761593,-3.9908685323090496,28.296100921270895,4.0,1.052,105.32900000000001
3.1258023446922403,-3.9932056340181687,28.697328622078697,4.0,1.021,114.813
3.1039091308653517,-3.989956779017081,29.099047603105642,4.0,0.995,124.297
3.087394823324827,-3.9899951376439695,29.417279169085347,4.0,0.979,133.797
3.074911050244576,-3.9934247538135157,29.746633001996777,4.0,0.966,143.391
3.066046113591191,-3.9925465896008108,30.07473743595705,4.0,0.957,152.938
3.0599056617306672,-3.990426566558842,30.423465057057356,4.0,0.951,162.5
3.056182608270809,-3.991911375107684,30.73338710663744,4.0,0.949,172.0
3.0537524820103874,-3.9926328499426296,31.040378348314405,4.0,0.948,181.485
3.052954646284324,-3.9919042331514945,31.369537531016935,4.0,0.948,190.969
3.052526403449135,-3.991043038045975,31.637404433909847,4.0,0.947,200.454
3.052483870557403,-3.992929202895394,31.90922031115949,4.0,0.948,209.922
3.0529652901273843,-3.9911744237008175,32.20756740898226,4.0,0.949,219.454
3.0535045403833583,-3.9897852939226457,32.46841746844288,4.0,0.95,228.985
3.0537681358594826,-3.993267961262423,32.7711098721195,4.0,0.949,238.516
3.0541599993823967,-3.99139024489132,33.029976327865235,4.0,0.951,248.063
3.0545085647291725,-3.9948984280488924,33.265180934395715,4.0,0.951,257.579
3.0546094348690778,-3.99402454408567,33.46186130127045,4.0,0.951,267.079
3.05459521540539,-3.992419386901173,33.70975937244904,4.0,0.951,276.61
3.0543311912587825,-3.9937063516502995,33.98202542429194,4.0,0.951,286.141
3.053720126917969,-3.990542044153447,34.205727479098066,4.0,0.951,295.594
3.0531509840434374,-3.9916799518078188,34.33906959999033,4.0,0.95,305.047
3.05201524026885,-3.9905949982606588,34.59293223198513,4.0,0.949,314.579
3.05079743632547,-3.994477698202933,34.72770755077563,4.0,0.949,324.141
3.0496181610073494,-3.991047517683992,34.94103204875755,4.0,0.947,333.704
3.047779316500696,-3.990792874453818,35.15696151580427,4.0,0.945,343.219
3.045740751869955,-3.9907041026010592,35.397441197613,4.0,0.944,352.719
3.043485431870949,-3.9919904850467733,35.5443089685325,4.0,0.942,362.25
3.0414687527487314,-3.9919227132573574,35.722526918438895,4.0,0.939,371.735
3.038621774905223,-3.991747950303644,35.93493893813425,4.0,0.937,381.204
3.0356919796011095,-3.9930262240542853,36.092809036666516,4.0,0.934,390.688
3.0328352210087957,-3.991444341564259,36.26971223248299,4.0,0.931,400.204
3.0295561220113503,-3.992525111611078,36.42622954704134,4.0,0.928,409.766
3.025566951598409,-3.993059057381239,36.56409493998923,4.0,0.925,419.282
3.021597277618124,-3.992048410553519,36.79470241888861,4.0,0.921,428.813
3.017508435955644,-3.9935757585500165,36.96824480915387,4.0,0.917,438.36
3.0133545509479065,-3.9930243554952884,37.05176569255001,4.0,0.913,447.875
3.008855406006484,-3.9918187556959994,37.20970586570751,4.0,0.909,457.422
3.003680048854703,-3.9918818927562314,37.41757043581663,4.0,0.905,466.891
2.998375252114269,-3.9928277324729047,37.54022331094105,4.0,0.9,476.391
2.9928852519483655,-3.9912527871412404,37.772004409065154,4.0,0.895,485.954
2.98720211877938,-3.992189617891537,37.842735321588094,4.0,0.889,495.454
2.981025781321998,-3.990751965621832,38.00291694600062,4.0,0.884,505.047
