Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(832.8430786132812-26.31339454650879j),(325.5894470214844-91.46222686767578j),(2.3919073652212286+0.5910995620356222j),(0.1657357599481203-0.12938368942097905j),(0.09664776124651688-0.0011184279231855447j)
(826.1604614257812-38.947330474853516j),(332.4644775390625-79.02188110351562j),(2.378434894807301+0.4481713959277199j),(0.1853788327809464-0.1031514017058851j),(0.09412098990819548-0.0009644035318839571j)
(826.12841796875-47.54283142089844j),(331.8966979980469-70.97152709960938j),(2.409564690935849+0.3720062750996203j),(0.19766308317678924-0.07958354102262483j),(0.09520253070687884-0.0024813604444915475j)
(823.18115234375-55.080955505371094j),(332.51495361328125-61.901824951171875j),(2.42250372322715+0.2853298622585873j),(0.20476947730244807-0.05964680563756998j),(0.09317158414947378-0.001757068309690306j)
(823.3876953125-53.796173095703125j),(337.0794677734375-56.2159538269043j),(2.402505221192433+0.2410794998120941j),(0.20842139335169918-0.04351871778137364j),(0.09383474824636992-0.0005138750193066214j)
(823.1724853515625-54.95398712158203j),(335.4833984375-55.98865509033203j),(2.4137986983544035+0.2390322621970654j),(0.2098760641048589-0.030944636220385416j),(0.09553254857569406-0.0011665249080021968j)
(820.1826171875-61.44391632080078j),(338.5953674316406-51.56561279296875j),(2.3944113878164184+0.18318435553592732j),(0.20999944661884395-0.02146760386412163j),(0.09330438403598991-0.0010437964400836705j)
(820.6690673828125-65.52620697021484j),(339.5664978027344-46.19768524169922j),(2.3986696316244505+0.1333664479960056j),(0.20936129048125215-0.014564112882291633j),(0.0923544767296663-0.0009645311295442621j)
(821.2522583007812-65.09203338623047j),(337.6142578125-45.48875427246094j),(2.4146584716535804+0.13254112184914535j),(0.2083218038414262-0.009718086247286548j),(0.09208517337232927-0.001059110138892689j)
(818.7727661132812-67.73484802246094j),(341.5704040527344-43.2168083190918j),(2.384009758529067+0.10332992649235799j),(0.20710019568566654-0.006457417910467815j),(0.09244508629135471-0.000802518467626486j)
(819.1282348632812-58.83744812011719j),(342.802490234375-38.00625991821289j),(2.3792879428694493+0.09215332080945718j),(0.2058243982168357-0.004369223722354985j),(0.09109502607472118-0.0005460264858052809j)
(816.302001953125-59.25113296508789j),(343.97802734375-36.72273254394531j),(2.3645619986845667+0.08018548483801395j),(0.2045648826091018-0.003103689493074026j),(0.09111179017027252-0.0008810125211620319j)
(818.105224609375-59.51495361328125j),(344.3085632324219-34.897708892822266j),(2.369261801682076+0.06728515496451622j),(0.2033564125306641-0.002372223925189387j),(0.08940179065700202-0.002853749968992483j)
(815.42919921875-60.843666076660156j),(346.6169738769531-35.092918395996094j),(2.3462587833116735+0.06200908657639922j),(0.20221133679348724-0.001943061840024532j),(0.09080696255910213-0.002643835217545909j)
(814.3681030273438-62.481895446777344j),(345.8079833984375-34.768348693847656j),(2.3493889087437885+0.05552930606509442j),(0.20112736249269147-0.0016359777403660944j),(0.09027093451346281-0.0018480840450502873j)
(813.9692993164062-37.656494140625j),(349.0423889160156-31.398990631103516j),(2.3229142457289584+0.10107846387208994j),(0.20009202253617026-0.0013169370979637662j),(0.08919351918979852-0.002137169955396089j)
(814.6712646484375-38.7393913269043j),(348.0841369628906-30.626754760742188j),(2.33218091200968+0.09390758742443088j),(0.1990853990501147-0.0008930500444346987j),(0.09037608326321701-0.0018435218307921958j)
(813.6200561523438-40.58203125j),(348.8766174316406-28.111148834228516j),(2.326382728133853+0.07112904283650265j),(0.19808213061928054-0.0003079311106431657j),(0.08763743379409815-0.002839651039999395j)
(812.3870239257812-39.065773010253906j),(349.9180908203125-27.907299041748047j),(2.315822849840482+0.07305306144083965j),(0.1970533172226177+0.00046258103605702704j),(0.08660372618346295-0.0018620487346105686j)
