Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(846.3250732421875-30.552757263183594j),(310.95806884765625-88.03755187988281j),(2.545455008827895+0.622408258617112j),(0.1575150569193946-0.12804341108750086j),(0.10974349949722538-0.0036657181075011305j)
(838.681640625-41.669464111328125j),(318.9117736816406-77.11935424804688j),(2.514386027257139+0.477368272997751j),(0.18476312218830077-0.10563724044806708j),(0.10511112745858336-0.003152147124538339j)
(838.5159912109375-49.135406494140625j),(317.87530517578125-69.30363464355469j),(2.550350930159132+0.4014567363510328j),(0.20354009591417097-0.0832961451760586j),(0.10600639491598064-0.0016345299500981597j)
(839.02734375-55.14830017089844j),(318.2674255371094-63.860496520996094j),(2.5676276059790255+0.3419189803803853j),(0.2156816224580161-0.0631846804764877j),(0.10651455628261548-0.0018860394736335215j)
(835.43408203125-54.23127365112305j),(323.8337097167969-59.0315055847168j),(2.5264007133977735+0.29307005825319565j),(0.22295907313316574-0.046284595316935184j),(0.10331120432048142-0.001014420177775515j)
(835.43017578125-60.70738983154297j),(324.3746032714844-51.52113723754883j),(2.541129436784012+0.21646111597897033j),(0.226829961976534-0.03281785630425386j),(0.10371284616947576-0.00019004168944916543j)
(834.5094604492188-62.35990905761719j),(324.1190185546875-47.88139724731445j),(2.5475272669504374+0.18394247975776418j),(0.2283926615358006-0.02257125908389085j),(0.10420561077307225-0.002383323846531188j)
(830.4486083984375-64.92204284667969j),(328.5782775878906-44.985443115234375j),(2.5074507074470542+0.14570877499541193j),(0.2284315645223776-0.015115881016018285j),(0.1028506776371574-0.0013044600452705806j)
(830.185791015625-69.47196960449219j),(329.077392578125-41.899330139160156j),(2.5089733448230627+0.10834026792690768j),(0.22748925592614938-0.009943513289545961j),(0.10360237525199138-0.0015545498911074484j)
(830.7901611328125-67.46611785888672j),(328.958251953125-44.58601379394531j),(2.507256837952534+0.13473585125125365j),(0.2259356399245373-0.006545724106150197j),(0.10258550662605004-0.0014447763473828701j)
(829.625732421875-58.581756591796875j),(330.5494079589844-36.62944030761719j),(2.498793397111428+0.09967540765600884j),(0.2240229101683187-0.004456150433661056j),(0.10258486340326595-0.0017360735378587158j)
(829.6720581054688-60.71588134765625j),(331.1939697265625-36.32113265991211j),(2.4951893525529045+0.09031632478910738j),(0.22192471472894268-0.0032703238516816674j),(0.0999120797545967-0.0017087564612876045j)
(827.7766723632812-60.84226989746094j),(332.03790283203125-35.43843460083008j),(2.484276552694017+0.08190812558926318j),(0.2197618751219354-0.002652265428762941j),(0.09980807018809255-0.0029116018449972044j)
(826.931640625-59.986026763916016j),(332.5138854980469-36.49912643432617j),(2.4768673891816917+0.09147729030721809j),(0.2176181852224215-0.002333606899527241j),(0.09966620976535974-0.002031170313258271j)
(824.8133544921875-60.78600311279297j),(335.7184753417969-35.17144012451172j),(2.4489503355191733+0.07550107855999424j),(0.21554965655151145-0.0021087858474986352j),(0.09923991818216653-0.0017051139113657505j)
(825.3435668945312-38.16615676879883j),(336.9368896484375-29.135095596313477j),(2.4410918852591728+0.09780849078887754j),(0.2135899082299442-0.0018284915759178234j),(0.0972156452233456-0.002652072203555421j)
(823.7678833007812-39.93125915527344j),(337.71807861328125-26.953678131103516j),(2.4331555820127426+0.07595457533847018j),(0.21175363229807787-0.0013926699216065847j),(0.09552234013117455-0.0027742350631061235j)
(823.4688720703125-41.103240966796875j),(338.3506164550781-26.062267303466797j),(2.4287210642276524+0.065596855850893j),(0.21003938094506175-0.0007438177230696553j),(0.09488972356976969-0.0031654998958034206j)
(821.7903442382812-38.502525329589844j),(340.53656005859375-27.831439971923828j),(2.406389143602716+0.08360555960505257j),(0.20843238327926425+0.00013910349638058706j),(0.09337480291844327-0.0017416959553899158j)
(818.302978515625-38.89348220825195j),(343.9547119140625-28.141881942749023j),(2.372470786747267+0.08103482702680484j),(0.20690770741493977+0.0012460839218529673j),(0.09382023439247641-0.0029077193022878857j)
(819.9625244140625-39.73602294921875j),(344.272216796875-28.893451690673828j),(2.374687693480618+0.08387810515606865j),(0.2054338161508677+0.0025409410815042206j),(0.09335714699249689-0.0030472805315463368j)
(816.7509155273438-0.74383544921875j),(347.12652587890625-9.343789100646973j),(2.351245183350618+0.06114687897785705j),(0.2039763941151496+0.00396587645019346j),(0.09156958055373333-0.002964661758450791j)
(818.6663208007812+1.1601619720458984j),(346.8591003417969-11.388712882995605j),(2.357575877750676+0.08075301099502237j),(0.20250222878212315+0.0054459504424534755j),(0.09665674948127102-0.0027007851575665915j)
(818.6463012695312+0.5474872589111328j),(347.08087158203125-10.729225158691406j),(2.356361038309581+0.07441901155880269j),(0.20098289281263934+0.006893665789757759j),(0.08902623804283488-0.002728111634826625j)
