Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(860.0359497070312-38.60993957519531j),(298.9645080566406-79.2586669921875j),(2.7197965391830228+0.591901392445187j),(0.15961614626861906-0.1323019331569205j),(0.12380813440822111-0.001471560825947669j)
(854.1909790039062-49.692962646484375j),(305.1085510253906-69.0574951171875j),(2.6982648350253533+0.4478486347365156j),(0.19016668235779127-0.11413932679072807j),(0.12238672723287011-0.001656416250964578j)
(854.525634765625-55.93229675292969j),(304.61529541015625-62.284698486328125j),(2.7287233044924326+0.3743259555186363j),(0.21305750112265692-0.09438742125591355j),(0.12302413083210846-0.0011854852643972133j)
(853.1260375976562-62.11479568481445j),(306.0890197753906-54.902435302734375j),(2.7355711476096074+0.287742181432965j),(0.22944669977759363-0.07541225354045501j),(0.12265859405511094-0.00025013712754263395j)
(852.31201171875-60.608734130859375j),(307.1286926269531-50.88602066040039j),(2.7327760955240032+0.25543483435301345j),(0.2406936418466159-0.05853438516109034j),(0.12190506628886291+1.5006567343654636e-05j)
(852.545166015625-64.77293395996094j),(307.73516845703125-46.80638885498047j),(2.739034616598767+0.2061232900674145j),(0.24805324193359454-0.04432855559822305j),(0.12421455711655782+4.0105126462870974e-05j)
(850.1446533203125-68.2117691040039j),(308.738525390625-41.44341278076172j),(2.7340008809588583+0.14606067672145967j),(0.2525605856074465-0.03288778174934666j),(0.12113168264571121-0.0013532899353757247j)
(849.2552490234375-71.78683471679688j),(310.0850830078125-40.3177604675293j),(2.722850794655514+0.12252253814476056j),(0.2550167507456794-0.024022420164283458j),(0.12356452621217828-0.0012460617215364264j)
(850.8932495117188-72.29393768310547j),(308.9256896972656-38.14884948730469j),(2.7414549775215358+0.10452162674534497j),(0.2560192121777713-0.017397352833661995j),(0.12205053219937444-0.0009531733780642896j)
(848.3465576171875-72.095947265625j),(312.47998046875-39.29955291748047j),(2.7011748677161136+0.10899583818605249j),(0.2560053421000576-0.012620748183868687j),(0.12278407825459431-0.001382453171767796j)
(851.2364501953125-61.698699951171875j),(310.1852111816406-33.56394958496094j),(2.73379876735058+0.09690463300008693j),(0.2552937891755176-0.009298382652718378j),(0.1203709828422799-0.0014516959667643663j)
(848.6631469726562-64.70567321777344j),(312.904541015625-32.45183563232422j),(2.704567009575174+0.07370455781405591j),(0.25411790371113563-0.007064786184018931j),(0.1225102431835296-0.0014459680312460985j)
(847.9013061523438-65.08113098144531j),(311.5514831542969-32.91727828979492j),(2.7133262567123424+0.07778548911532657j),(0.2526502377753931-0.005599339920175034j),(0.12158007496459325-0.000820517745105326j)
(847.2175903320312-64.12202453613281j),(315.03851318359375-33.776519775390625j),(2.680263695122002+0.0838245295743488j),(0.2510193235553802-0.004632881943535995j),(0.1225239074383169-0.0014127371295698343j)
(847.4049682617188-64.93858337402344j),(312.5247802734375-31.907909393310547j),(2.704504038857956+0.0683353378666908j),(0.24932063747512623-0.003948524797667976j),(0.11930723202974222-0.0008222184874629831j)
(847.2919921875-45.71490478515625j),(314.8307800292969-22.091411590576172j),(2.6882145101320707+0.043425069177347286j),(0.24762363127383083-0.0033791286818563833j),(0.11892147205449201-0.0013179530869025795j)
(848.9491577148438-44.477359771728516j),(314.8619079589844-23.330894470214844j),(2.6919453997053853+0.05821007179682611j),(0.2459763769369116-0.0028030279017030985j),(0.12062476996342637-0.0013442201117483973j)
(846.0330810546875-46.12708282470703j),(318.0025329589844-22.478343963623047j),(2.657435464479808+0.042791060437105295j),(0.24440895638560103-0.002139029850893842j),(0.11877677682549334-0.0020127971892377945j)
(844.485107421875-44.664676666259766j),(318.10968017578125-22.677757263183594j),(2.6512334470797456+0.0485975525363003j),(0.24293633906671602-0.001341299370113974j),(0.11955857130012873-0.0014126434233585315j)
(845.238525390625-44.66992950439453j),(317.7093505859375-22.02111053466797j),(2.657393094806198+0.04358958131026168j),(0.2415611747701643-0.00039445110212916096j),(0.11875670915708122-0.0017709162859625665j)
(844.9784545898438-44.860496520996094j),(318.8623046875-22.84218978881836j),(2.646476456559445+0.048895152365702146j),(0.2402766937956123+0.0006910312336594061j),(0.11737201924704542-0.0024127632654299745j)
(845.4864501953125-3.9868507385253906j),(320.0255432128906-7.376811981201172j),(2.640818276300042+0.048414789040613325j),(0.239069744566842+0.0018830628595464156j),(0.11663600014605083-0.0023886388244877504j)
(844.57861328125-3.504495620727539j),(319.7890625-7.0477294921875j),(2.640008348006006+0.047223532146711836j),(0.23792389747132447+0.0031320005618077043j),(0.11283611900557362-0.0028714634377218547j)
(843.9535522460938-3.6843032836914062j),(320.8492431640625-7.592506408691406j),(2.629173600833554+0.050733216540193596j),(0.23682249114966136+0.004374569954130483j),(0.1151286611557033-0.003695514917492084j)
(842.885986328125-3.7291698455810547j),(321.7165222167969-7.3414716720581055j),(2.618865640353181+0.048170227500951845j),(0.23575148423288803+0.005537770529827014j),(0.11530119628433068-0.0021461582503600543j)
(839.9384765625-2.659311294555664j),(325.8684997558594-8.074210166931152j),(2.5761587419735403+0.055670111793889254j),(0.23470199435926647+0.006542807264025164j),(0.11326977081201581-0.0013970035252755745j)
(840.9158325195312-2.9481372833251953j),(322.95477294921875-9.07726001739502j),(2.602020167743983+0.06400610265339864j),(0.2336724507078804+0.007309038431479415j),(0.11274503597751404-0.001703174955531993j)
(839.8623657226562-16.45055389404297j),(322.4184875488281-10.081275939941406j),(2.603932349512054+0.03039654061041953j),(0.23267034902352854+0.007757867834780618j),(0.11192308082085199-0.004194653425950822j)
(839.9969482421875-18.109867095947266j),(324.3308410644531-6.7683210372924805j),(2.5899758743347343-0.0017885406694709606j),(0.23171367020547023+0.007816456561615046j),(0.11098953212009696-0.0019204282377834072j)
(839.4614868164062-16.582490921020508j),(323.8403625488281-8.107927322387695j),(2.591865056687591+0.013686257491669112j),(0.2308320942454167+0.007421093209298278j),(0.10929796643032309-0.0023494574156854137j)
(840.4987182617188-22.045305252075195j),(324.6954650878906-13.819509506225586j),(2.586779308990393+0.04220174739833849j),(0.23006819907918602+0.006520048465366474j),(0.10835376265920095-0.002321173096905861j)
(840.2382202148438-22.371545791625977j),(323.6089172363281-3.960489273071289j),(2.596918984143098-0.03734902027766257j),(0.22947886823954408+0.005075754823702447j),(0.1072825345533481-0.0024155016388200867j)
(839.801513671875-40.739601135253906j),(323.2934265136719-14.817839622497559j),(2.5979629308473178-0.006939216503586307j),(0.22913713491711105+0.0030661999729264646j),(0.10587518787588797-0.0023700107129455304j)
(841.2935791015625-41.94652557373047j),(322.1031799316406-11.801919937133789j),(2.6131394360638396-0.03448107270190624j),(0.229134661788412+0.00048550989148578777j),(0.10406044973554661-0.0021481690211699136j)
(842.3728637695312-43.91389465332031j),(321.8298645019531-9.380219459533691j),(2.6191997781836394-0.060110101825178536j),(0.22958500207553792-0.0026561647588366055j),(0.10372211296832282-0.001372172552915289j)
(842.3731689453125-47.649051666259766j),(322.2667541503906-4.851393222808838j),(2.6155333923081114-0.10848177865865537j),(0.2306277223909886-0.006333143420295703j),(0.10295277514359923-0.0005086896729663045j)
(842.6727905273438-56.44542694091797j),(322.5016784667969+2.135133743286133j),(2.611652063290216-0.1923142033921451j),(0.23243341321578087-0.010504492193104604j),(0.10062615066222975-0.0006086819542463705j)
(846.5934448242188-68.00465393066406j),(318.7197265625+15.601774215698242j),(2.6394622595826482-0.3425735499120994j),(0.23520959061903035-0.015113097635056102j),(0.10128356396851657+0.0012784769884760486j)
(854.4927978515625-82.45965576171875j),(310.67913818359375+29.999961853027344j),(2.699601556598977-0.5260977625780365j),(0.23920751505669466-0.020082047378200414j),(0.10191415909076858+0.0031394374983739104j)
(866.513671875-95.55862426757812j),(296.5081481933594+43.82869338989258j),(2.8132867209819006-0.7381291432052853j),(0.24473000228012134-0.025306179542277665j),
(886.2982177734375-107.93243408203125j),(277.5400695800781+58.568050384521484j),(2.978694121217506-1.0174701688330412j),(0.2521403009029622-0.030635846505890407j),
(906.9224243164062-110.86045837402344j),(254.2310791015625+70.73564147949219j),(3.1983883385560268-1.3259610524157956j),(0.2618718824383555-0.03584891170968986j),
(922.106201171875-96.02281188964844j),(231.3850860595703+77.85371398925781j),(3.4544462425707017-1.5773025300172272j),(0.2744381920074685-0.040605700716906876j),
(930.3718872070312-50.668548583984375j),(211.77565002441406+87.66360473632812j),(3.6659864812732916-1.7567748624743145j),(0.29043945457848547-0.04438000317954987j),
(931.8484497070312+23.634227752685547j),(195.86172485351562+105.26782989501953j),(3.74170008581129-1.890345960526915j),(0.3105595716892471-0.04635731302528545j),
(925.4225463867188+155.58714294433594j),(160.79368591308594+127.33776092529297j),(4.007990620420958-2.2064386823088022j),(0.3355385070189733-0.04528970210168828j),
(879.0234985351562+323.4510192871094j),(123.6027603149414+138.4839630126953j),(4.4533595744055114-2.372664352720326j),(0.3660921970024352-0.03929639928834477j),
(793.3380126953125+476.3548583984375j),(86.9154281616211+139.58494567871094j),(5.009395450241819-2.5643471834746765j),(0.40273010412443183-0.025603782514838733j),
