Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(817.523193359375-21.93136215209961j),(339.9228820800781-98.09944915771484j),(2.2373085072776924+0.5811534922240792j),(0.14441349310999868-0.12370528278925037j),(0.08375509053147862-0.001099565102672632j)
(809.8988037109375-36.92637252807617j),(347.0805358886719-83.69043731689453j),(2.229487346065413+0.431197900721881j),(0.16572419415731732-0.09925910997878457j),(0.08364427597299894-0.0004971801600736736j)
(810.8700561523438-43.54927062988281j),(346.9516296386719-73.30403137207031j),(2.262643984137333+0.3525322970655196j),(0.17931973435154272-0.07669011435485434j),(0.08169369516852155-0.000591980844160769j)
(809.4246215820312-51.237274169921875j),(347.7290344238281-66.68345642089844j),(2.272433004232995+0.28843266770474646j),(0.1873835528365913-0.057343600164702725j),(0.08448192380712213-0.0006068319299341057j)
(809.6068115234375-53.2791633605957j),(349.0927734375-58.43075180053711j),(2.280820702428565+0.22913938955787552j),(0.19171390358115709-0.04162329529090776j),(0.08310593623302544-3.800474063713308e-05j)
(807.30029296875-56.16197967529297j),(352.4768371582031-54.632991790771484j),(2.260747998321136+0.1910748170035357j),(0.19365122946408578-0.02939651604397477j),(0.0823146857039104-0.0005651290034597878j)
(808.4100341796875-59.64052963256836j),(348.7443542480469-49.38100814819336j),(2.2962356863092457+0.15412408214932957j),(0.19412962980534787-0.020264722618898588j),(0.0836092667170104-0.00096950256870703j)
(806.6823120117188-64.31851959228516j),(352.0602722167969-46.87541961669922j),(2.2753071330666566+0.12025627532609547j),(0.19376791016872835-0.013727236508229173j),(0.08197210504933651-0.00014160123041222678j)
(805.4967651367188-63.91926956176758j),(353.3429870605469-46.5431022644043j),(2.2641885827917925+0.11734516521167734j),(0.19295964432846205-0.009272383645614616j),(0.08207847099397099-0.0001930638246050387j)
(806.7127075195312-66.06531524658203j),(352.8614501953125-44.967952728271484j),(2.2731454314100343+0.10245772395238814j),(0.19194674840703674-0.006423807259520357j),(0.0827622706318034-0.0006986935060799422j)
(804.9109497070312-60.32244873046875j),(354.811279296875-37.74094772338867j),(2.2610623541941535+0.07049434118346307j),(0.1908735378673633-0.004760942740361712j),(0.0820321173294235+9.93824272171711e-05j)
(804.087890625-60.55198669433594j),(356.2574462890625-36.125343322753906j),(2.2511295880880358+0.05830290076940806j),(0.18982353378647665-0.003925456254406505j),(0.08337694102760848+6.67446316330314e-05j)
(804.3431396484375-58.47676086425781j),(355.03515625-36.189571380615234j),(2.258850015578294+0.06554295427642368j),(0.1888429339224511-0.003620520654890709j),(0.08224038453541953-0.0008014525899889489j)
(802.2973022460938-61.24131774902344j),(357.025390625-34.27289581298828j),(2.2429685580311287+0.04378318843044053j),(0.18795465899421276-0.0036067527865878217j),(0.08046044608416442-0.000623529360335535j)
(805.9186401367188-63.46357727050781j),(355.89215087890625-32.84366226196289j),(2.261697025783576+0.030399198061817016j),(0.18716624845169733-0.00369686877068302j),(0.08073895553129948-0.000695922520197825j)
(803.5586547851562-41.86787033081055j),(357.7125549316406-26.466266632080078j),(2.2427634249251485+0.048893180361751234j),(0.18647409609832993-0.0037501260398328327j),(0.08215466386904074-0.00023564267488259213j)
(800.9099731445312-42.39020538330078j),(360.9718017578125-26.086795806884766j),(2.215675406813748+0.0426893913971835j),(0.18586578941997364-0.0036670702778504463j),(0.08209388235414518-0.0008243466226804053j)
(801.3275146484375-42.180564880371094j),(360.76116943359375-25.873149871826172j),(2.218189422315408+0.04216358016351008j),(0.18532171727352725-0.0033847875735463035j),(0.08053007756432917-0.0010209020153996516j)
(801.9002075195312-43.66206741333008j),(358.2713317871094-23.30933380126953j),(2.2367094548929156+0.02365285507203231j),(0.18481664682831697-0.0028726685989766136j),(0.08033174289100194-0.0006945651650012475j)
(800.8812866210938-43.519622802734375j),(360.1912841796875-25.085968017578125j),(2.221129903847884+0.033869700528328314j),(0.18432162577301892-0.0021285721106906338j),(0.07864899659788657-0.00027108598819445005j)
(800.6007080078125-43.29436492919922j),(361.5870666503906-25.030029296875j),(2.211819597245076+0.03337382750173166j),(0.18380631715425097-0.0011752097582607556j),(0.08000024861104857-0.0011965200572303678j)
(801.033447265625-3.7901573181152344j),(362.9779052734375-7.549445152282715j),(2.2061008888816733+0.0354420480034671j),(0.18324170197535133-5.6556226190797834e-05j),(0.07873350617320972-0.0011242772290528666j)
(798.375-5.237506866455078j),(365.142822265625-4.858325958251953j),(2.1862770232893096+0.014745297509379671j),(0.1826029751092167+0.0011658859591421997j),(0.07860386861514328-0.0006063938332142138j)
(799.2734985351562-4.275768280029297j),(362.4538879394531-7.054804801940918j),(2.2045673368580005+0.031112989346999142j),(0.18187240518688058+0.002417075543075984j),(0.07754763072822798-0.00109104138411239j)
(798.0584106445312-4.653722763061523j),(364.5599670410156-6.686300277709961j),(2.1885984308295385+0.027375204177771912j),(0.18104192423794233+0.003612695955608891j),(0.07807111210982937-0.0007831490860609325j)
(799.48974609375-5.103298187255859j),(365.4472351074219-3.5007009506225586j),(2.187635299350568+0.0069913206048613855j),(0.18011525327063832+0.004663613386206958j),(0.07737656741510439-0.001039089242582595j)
(797.6942749023438-6.357015609741211j),(366.5981750488281-5.510967254638672j),(2.1757052994285573+0.015366211384994184j),(0.17910944791049174+0.005480354059582919j),(0.07629313906784783-0.00041129550585387875j)
(797.661376953125-16.6435489654541j),(365.84417724609375-8.512088775634766j),(2.180209170874927+0.005233334751692533j),(0.17805585105323815+0.00597734867179439j),(0.07784687343437811-0.0007311151169057809j)
(798.08984375-17.95157814025879j),(365.6246032714844-8.48760986328125j),(2.1827756919168713+0.0015725701898634961j),(0.17700054985773236+0.006076646290025926j),(0.07591579346099998-0.0009213544051569443j)
(797.0205078125-19.04762840270996j),(366.592041015625-6.735744476318359j),(2.17435540254921-0.012007151050637587j),(0.17600453218829726+0.005710792265017727j),(0.0753108963528923-0.001274612699227997j)
(798.7218017578125-20.914587020874023j),(363.4148254394531-4.838622093200684j),(2.1982004991950563-0.028282625805799648j),(0.17514380351630826+0.004824597477055197j),(0.07478514352635096-0.0011633819682821498j)
(798.5390625-22.997478485107422j),(364.3031311035156-3.184835910797119j),(2.1923475358655544-0.043961223378518134j),(0.17450974526921062+0.0033755998989737947j),(0.07240192427414219-0.0020177648225352504j)
(799.9822387695312-38.522560119628906j),(363.35577392578125-15.241783142089844j),(2.202222226861489-0.013641634075500814j),(0.1742099653868324+0.001333135337684059j),(0.07389907177327998-0.000800889540122515j)
(800.7781372070312-41.228271484375j),(361.1972961425781-12.036148071289062j),(2.2183506270798796-0.040221438582059385j),(0.17436982063520967-0.0013239022632556788j),(0.07232918632985906-0.0005943851064789704j)
(800.6456298828125-42.39116668701172j),(363.0768737792969-13.16281509399414j),(2.2065010966356153-0.03676191382934318j),(0.1751347029575384-0.004610308282041396j),(0.07166424976465481-0.00040015182410954624j)
