Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.183015650086247,-0.004868437310359509,27.2242309376204,0.0006,0.0,0.0
4.183279934429277,0.0027366587578592405,27.227914317381636,0.0004,4.199,9.328
3.9569198334412152,-1.9948124776820662,27.250962961490448,1.9992,2.876,20.781000000000002
4.1666085851510894,-0.0011980239183522062,27.308440532588236,0.0004,4.182,31.968
3.944376877117489,-1.9966503489311096,27.352737350924812,1.9992,2.877,43.187
4.157040401402842,-0.0014668336194035515,27.428777070038024,0.0004,4.172,54.375
3.9354853228014233,-1.9948492563716569,27.472978727040804,1.9992,2.86,65.593
4.149814430268511,-0.0003397623381819834,27.54254147797048,0.0004,4.165,76.828
3.928417842491404,-1.9957940763196527,27.583457917287898,1.9992,2.853,88.031
4.14377742549725,-0.003113853956725271,27.652033380046383,0.0004,4.159,99.265
3.922373225864015,-1.9997308990228806,27.682846414203638,1.9992,2.847,110.453
4.138457311503028,-0.0003188270251053063,27.745516997990006,0.0004,4.153,121.75
3.9172738789055526,-1.9968216987014102,27.770709356470018,1.9992,2.843,133.0
4.1335679969664065,-0.00240910156663737,27.826939845455026,0.0004,4.148,144.172
3.912534630063773,-1.9956631805877143,27.861666285053175,1.9992,2.84,155.39
4.129001492001714,2.668031859141287e-05,27.91669740363612,0.0004,4.143,166.718
3.9081016311640764,-1.9935806461990262,27.945430570169147,1.9992,2.836,178.0
4.124654361884453,-0.0008817996044334506,27.99805517836016,0.0004,4.139,189.234
3.904015883393149,-1.995582036774348,28.031327009315053,1.9992,2.833,200.437
4.120813854742829,-0.0007843653797738073,28.08487473315746,0.0004,4.135,211.656
3.900126283146762,-1.9983412604808004,28.10028876640752,1.9992,2.831,222.85899999999998
4.116723211881699,-0.00019573904165181923,28.160318909893554,0.0004,4.131,234.047
3.896425239821252,-1.9964932415215786,28.18858359636588,1.9992,2.829,245.265
4.112980505621652,-0.001498233941985925,28.246602952136865,0.0004,4.127,256.468
3.8927676473694355,-1.9952442311978102,28.272071712051865,1.9992,2.825,267.703
4.109273750357469,-0.0003848809899061304,28.31660621077448,0.0004,4.123,278.89
3.88937352442497,-1.9956745046682878,28.33663197328553,1.9992,2.821,290.047
4.105761971015742,-0.0023532398510581905,28.391000815360854,0.0004,4.12,301.078
3.886085403489694,-1.9982723025009104,28.40786521236297,1.9992,2.818,312.297
4.101949440742386,0.001808975832001504,28.458247009120434,0.0004,4.116,323.468
3.882340649784138,-1.9990017998174787,28.477218018240062,1.9992,2.815,334.64
4.098352740244113,7.831805485828848e-06,28.529931620468965,0.0004,4.113,345.89
3.878894931844383,-1.9969632122643857,28.54395695009679,1.9992,2.811,357.093
4.094901883679103,-0.004537638599827114,28.5819264604835,0.0004,4.109,368.343
3.8754939965288346,-1.998529776232228,28.607988154932602,1.9992,2.808,379.547
4.091103933008622,-0.0036687855802112154,28.651599732333832,0.0004,4.106,390.75
3.8723317869555585,-1.996769893592442,28.67646597263561,1.9992,2.805,401.922
4.087709823240926,-0.0017995544703547127,28.727235990510046,0.0004,4.102,413.109
3.8687921019954703,-1.9996306065005227,28.738159134368544,1.9992,2.802,424.312
4.0840333036542065,-0.0015126717679175474,28.782643179782387,0.0004,4.099,435.515
3.865774955359836,-1.9953439028120847,28.80293879858818,1.9992,2.799,446.828
4.080463638469454,-0.0035095767367842334,28.849217625960225,0.0004,4.095,458.078
3.862212223634967,-2.0027330185310674,28.8493106469519,1.9992,2.795,469.312
4.076722544305388,-0.0007911910613309235,28.90033163849611,0.0004,4.091,480.484
3.858852341252914,-1.9962680459144277,28.914390015328333,1.9992,2.793,491.734
4.073587986183874,-0.0002711753516554199,28.96873035012642,0.0004,4.088,502.968
3.8555367778530174,-1.9977216208634851,28.979351876543554,1.9992,2.789,514.187
4.069948962471378,-0.001309915435828318,29.038135569211843,0.0004,4.085,525.437
3.8521801949578194,-2.000455591287405,29.039238280869316,1.9992,2.787,536.734
4.066450115346953,-0.0014542028419563867,29.094107122025832,0.0004,4.081,547.984
3.848958563465948,-1.9968259534230028,29.09814134075406,1.9992,2.783,559.203
4.062999498074533,-0.000358020288622909,29.150951362009597,0.0004,4.078,570.422
3.8457850887657625,-1.9985899700527188,29.15627827094391,1.9992,2.78,581.64
4.0596901940562775,0.00026276011000063866,29.213148063304956,0.0004,4.074,592.828
3.8425551477840814,-1.9970371212061213,29.22205288226427,1.9992,2.777,604.047
4.056112541978169,-0.0029109008096324185,29.261510604166478,0.0004,4.071,615.234
3.8393949557734275,-1.9985247617639446,29.27222132716411,1.9992,2.773,626.406
4.053059679988693,-0.002202623781974492,29.31317461390125,0.0004,4.067,637.609
3.8361858531793622,-1.9975349054087976,29.323475197284797,1.9992,2.771,648.859
4.0494734390784926,-0.0014145939364080071,29.359429783216427,0.0004,4.064,660.062
3.8332743100069884,-2.000268013334099,29.3770995807494,1.9992,2.767,671.297
4.046160658054874,-0.0013216425482667758,29.410588193164223,0.0004,4.061,682.578
3.83018226059682,-1.997409417664839,29.437814522366907,1.9992,2.765,693.797
4.043233618238397,0.0007184804274624277,29.47923869288727,0.0004,4.057,705.047
3.8271871938313464,-2.0007052253569606,29.49456440482064,1.9992,2.761,716.281
4.040240249619316,0.0017291439816923674,29.53326909595559,0.0004,4.054,727.5
3.8244307364815846,-1.9983837036201828,29.547568613870745,1.9992,2.759,738.828
4.037322885117859,-0.00015929091717838793,29.588943868941477,0.0004,4.051,750.015
3.821868642788586,-2.0011736911761706,29.60546103425417,1.9992,2.757,761.203
4.03452104463551,-0.0026094368986843246,29.642795003029907,0.0004,4.049,772.406
3.8190137411561556,-1.9978259876633058,29.655991979597214,1.9992,2.754,783.609
4.031762898872023,-0.0012114115727061465,29.693792810901762,0.0004,4.046,794.828
3.817012677243642,-1.9988394938355403,29.711879555591505,1.9992,2.752,806.062
4.029196124752536,-0.0021328285110897797,29.755835909601537,0.0004,4.043,817.265
3.8146833684782857,-2.0011330298076744,29.768835462362944,1.9992,2.749,828.484
4.026927394021694,-0.0026907059106887456,29.809446984925604,0.0004,4.041,839.718
3.8126251387649086,-2.0011487282658154,29.834830453140924,1.9992,2.748,850.89
4.024785266121112,-0.0015928362310845664,29.87622104520008,0.0004,4.039,862.125
3.810311598729363,-1.9997448481968358,29.897154694979964,1.9992,2.746,873.359
4.022437971114988,-0.003487785084965246,29.936190484804435,0.0004,4.037,884.656
3.8082303605293233,-1.9955854014250947,29.960344097290065,1.9992,2.744,895.875
4.019956095836574,-0.000578672946797486,30.013273911833757,0.0004,4.034,907.078
3.8059021147449332,-1.9968935371756649,30.025723548857695,1.9992,2.741,918.328
4.017436544096257,-0.0002828103991914624,30.063025420206603,0.0004,4.031,929.515
3.8037895948739875,-1.996842890566397,30.082335797660377,1.9992,2.739,940.734
4.014921086679503,-0.0010620976861704962,30.128992267002914,0.0004,4.029,951.922
3.8014707812964836,-1.9996459604127987,30.144567539980965,1.9992,2.737,963.093
4.012529048442495,-0.002929366734697475,30.198586516588623,0.0004,4.027,974.312
3.799116299591442,-1.995899481359063,30.212777722586516,1.9992,2.735,985.531
4.00987974030462,-0.0018398188683709008,30.26437982394952,0.0004,4.024,996.765
3.7964154496225095,-1.999594597047126,30.294462412936717,1.9992,2.733,1008.047
4.007044897579252,-0.0016380684880737807,30.33863818311514,0.0004,4.021,1019.25
3.7933536429942305,-1.997001399778459,30.34530645080789,1.9992,2.729,1030.5
4.003896304682225,-0.0006823633298113274,30.398058700024706,0.0002,4.018,1041.734
3.790448274689664,-1.9958748907988737,30.412104303953864,1.9992,2.727,1052.968
4.000405100164083,-0.002556323241550815,30.454601023574412,0.0004,4.015,1064.14
