Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(842.1376953125-32.94789123535156j),(315.7649230957031-85.51384735107422j),(2.511070664476977+0.5756922601545506j),(0.16838222256904067-0.12705237159786661j),(0.08174964506571819+5.852404401784784e-05j)
(838.4529418945312-42.21589279174805j),(319.25457763671875-76.25729370117188j),(2.514410417802242+0.4683605229116883j),(0.1868659336349685-0.10115497901905138j),(0.08254523244781926-0.00089619174741437j)
(835.5686645507812-53.585487365722656j),(322.78546142578125-65.50212097167969j),(2.518592430490225+0.3450826384887117j),(0.19851611126687546-0.07806170862599315j),(0.08133732683472841-0.0007350231388701555j)
(836.3892822265625-59.119346618652344j),(322.53912353515625-57.93833541870117j),(2.5439777762488496+0.2736861504175112j),(0.20537814642836344-0.058565406057896584j),(0.08130620287749375-0.0007510012342172821j)
(838.48095703125-57.145912170410156j),(321.5079650878906-53.068878173828125j),(2.5673529328542117+0.24603007216579104j),(0.2090468187751799-0.04277381672292659j),(0.08132543867354466-0.0017141491007230435j)
(835.9532470703125-60.56413269042969j),(322.8172302246094-50.12495422363281j),(2.55703710707721+0.2094288313015581j),(0.2106780826897235-0.030422139014618585j),(0.07921152867504995-0.0013455880282036185j)
(835.0228271484375-64.15408325195312j),(323.97503662109375-47.14402389526367j),(2.5522014356043408+0.17336817922608788j),(0.21106522020318486-0.02107229617780245j),(0.0805562918683616-0.0009825996545368087j)
(834.0948486328125-63.1670036315918j),(325.1068420410156-47.14752197265625j),(2.5403525574553574+0.17410991424839628j),(0.21072834963305545-0.014230206256939295j),(0.07872476119276677-0.0012057392154154198j)
(831.7733764648438-67.49249267578125j),(327.8735656738281-43.9992561340332j),(2.5191306234874906+0.13220761110474527j),(0.20999454224462982-0.009409707213575546j),(0.0784564307508773-0.0009598365324347364j)
(832.2500610351562-68.37481689453125j),(326.7298278808594-42.12925720214844j),(2.532096661826205+0.1172238692765221j),(0.2090610521389629-0.006164298355635337j),(0.07859140020643024-0.0015417356262695835j)
(830.3176879882812-60.10633087158203j),(329.4093017578125-37.071720123291016j),(2.509379037087603+0.09993848473285355j),(0.20804142115742-0.004100626109049347j),(0.07849094540207689-0.0020144729125570796j)
(828.9129028320312-62.256874084472656j),(330.550537109375-35.860198974609375j),(2.4986985074631236+0.08273152967730824j),(0.20699711260884737-0.0028821988744466022j),(0.07799670478354809-0.0007653879170339906j)
(830.6792602539062-60.880760192871094j),(330.93829345703125-37.25529861450195j),(2.499111240132677+0.09737276092322046j),(0.20595806490104504-0.0022282000380542313j),(0.07843844823857793-0.000687767010815261j)
(830.265869140625-61.309051513671875j),(331.61346435546875-38.062103271484375j),(2.4921049105962365+0.10115904980521694j),(0.20493534580922596-0.0019100548715683698j),(0.07681416102984921-0.0012880234186060555j)
(827.8994750976562-64.34601593017578j),(331.4942932128906-32.81639862060547j),(2.492268757592076+0.05261408550839177j),(0.2039285361719006-0.0017471318524926009j),(0.07736978709063476-0.00024236496540764926j)
(828.47412109375-44.289703369140625j),(332.47869873046875-24.401023864746094j),(2.488185572609814+0.04940037431192943j),(0.20292985822087442-0.0016022566334464852j),(0.07732039347182854-0.0011258495928452557j)
(828.4392700195312-42.2301025390625j),(334.10858154296875-25.753658294677734j),(2.47459085140817+0.06434933388406289j),(0.20192650416241636-0.0013773403243273854j),(0.07633278825914985-0.001187997030022602j)
(826.9520263671875-44.13233184814453j),(334.15582275390625-22.42767906188965j),(2.472476101822305+0.03387512017126986j),(0.2009021530231542-0.0010092224273916348j),(0.07512245172304281-0.0016880913301131832j)
(828.9323120117188-43.11106491088867j),(334.6849060058594-24.473594665527344j),(2.4729503366498173+0.052021823941930424j),(0.19983829210233398-0.0004657196321009635j),(0.07475770257294354-0.0018342223587687933j)
(825.7271728515625-42.13664245605469j),(336.8131103515625-25.726947784423828j),(2.446868357342424+0.06179632374442755j),(0.198715674564468+0.000258186249825274j),(0.0733556148602984-0.0013664106794799948j)
(825.2468872070312-42.89325714111328j),(336.7188720703125-25.93750762939453j),(2.4461463320652035+0.06104107525387359j),(0.19751603450158864+0.0011441122862874146j),(0.07216858222185035-0.0005350810412222496j)
(825.4172973632812-0.04235076904296875j),(339.82208251953125-10.320657730102539j),(2.4267343856792434+0.07357716144296214j),(0.19622403399064262+0.0021540790168043545j),(0.07081024270509842-0.0017054257672497618j)
(824.6572875976562-2.252004623413086j),(340.7702941894531-7.984685897827148j),(2.4188068353766323+0.050067181604454176j),(0.19482932444966766+0.0032344186186698833j),(0.07033223211734858-0.0015056421603380904j)
(823.8642578125-6.035139083862305j),(342.6361389160156-4.991548538208008j),(2.404233690918488+0.01741121091437055j),(0.1933285601778435+0.004319805027456116j),(0.06919609661780655-0.001802915865490711j)
(820.9694213867188-1.4738788604736328j),(343.1687316894531-8.736310958862305j),(2.390879817642012+0.056571560573540555j),(0.19172719937134527+0.005337367446998202j),(0.06810635303635888-0.0016633712620367069j)
(820.3917846679688-3.983572006225586j),(344.5754699707031-6.162379264831543j),(2.380322362054008+0.03100881546274706j),(0.19004096044487398+0.006210788083147599j),(0.06751383818062262-0.0018199585338368152j)
(819.3452758789062-3.3416919708251953j),(345.06341552734375-7.692483901977539j),(2.3735136951570306+0.04322835527926739j),(0.1882968605126824+0.006864230247620547j),(0.06487368797608833-0.001567844405730346j)
(818.1869506835938-12.806087493896484j),(345.8561706542969-11.331476211547852j),(2.3643606847148586+0.04043764589774618j),(0.1865338372872747+0.007225903061741721j),(0.0642464985077215-0.0021242667905260024j)
(818.0601196289062-14.633167266845703j),(346.47979736328125-11.174013137817383j),(2.3599690405287594+0.03387544637864881j),(0.18480303233245657+0.007231050612237305j),(0.06272497473822732-0.0016021584833312878j)
(816.1039428710938-15.512317657470703j),(347.7957458496094-9.690279006958008j),(2.3459250991756346+0.020760320300435738j),(0.1831678788816477+0.006824160575619525j),(0.06269057095623809-0.0013132472082721923j)
(816.1090698242188-16.160690307617188j),(348.6280517578125-7.747469425201416j),(2.3407903829243777+0.0056636624762100626j),(0.18170417922037296+0.005960221588900344j),(0.06130096211036782-0.001138299719209795j)
(816.4944458007812-20.237878799438477j),(346.9642333984375-5.377828598022461j),(2.353591134211242-0.02184856062993633j),(0.1805003669759679+0.004604920379673716j),(0.061222596210535135-0.0016588107774998188j)
(816.5811767578125-38.197120666503906j),(346.80560302734375-16.613121032714844j),(2.3544522055553356+0.0026460898616362427j),(0.17965812717234872+0.0027337599146567103j),(0.059537168187746514-0.0015943699386871974j)
(818.0291748046875-40.416839599609375j),(346.2669677734375-12.400123596191406j),(2.3635721776289493-0.032080023514571177j),(0.17929349870657355+0.0003302020092398257j),(0.05847847677924153-0.000983626650501741j)
(818.1842651367188-43.022762298583984j),(344.4770812988281-11.809174537658691j),(2.3766370679830247-0.04341839025606585j),(0.1795385265348048-0.0026169013652779347j),(0.056667416697018504-0.0009282464791250741j)
(817.838623046875-47.54685592651367j),(344.8960876464844-7.428244590759277j),(2.373129268954972-0.08674691404992907j),(0.18054348963963873-0.006116115092312002j),(0.056350161435558106-0.0009312216209073831j)
(818.1566162109375-55.678466796875j),(344.7662353515625+3.7890067100524902j),(2.37101516717042-0.18755392072829585j),(0.18247973674893414-0.010175726534690658j),(0.058127803110711605-0.0007072080925106882j)
(822.2042846679688-69.09649658203125j),(343.2601623535156+15.338712692260742j),(2.381529904554568-0.307714413556791j),(0.18554324457706312-0.014804477144499971j),(0.05591605648287403+0.00026676978123407746j)
(830.9302978515625-84.9417495727539j),(332.7262268066406+31.47915267944336j),(2.451245278755134-0.48720197236407375j),(0.18995918979001838-0.020009242685043692j),(0.054440640570041214+0.001060752733431482j)
(847.2810668945312-97.6111831665039j),(316.0543212890625+45.01615524291992j),(2.5843903336865353-0.6769421748875883j),(0.19598808133807905-0.02578770135351156j),
(866.1017456054688-113.10612487792969j),(296.8575744628906+63.884891510009766j),(2.7100612430566535-0.9642270165886169j),(0.20393426263278808-0.03211344790398125j),
(887.9511108398438-120.61503601074219j),(274.5946960449219+77.44185638427734j),(2.880681663063448-1.2516642768449389j),(0.21415770064031095-0.03891028159475202j),
(906.940185546875-104.72714233398438j),(248.9295654296875+84.91165161132812j),(3.135074757951679-1.4901063170875912j),(0.22708963281055364-0.0460114109639571j),
