Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.7164041653534845,-0.0034484184389988568,6.096626601869999,0.0,0.003,0.0
4.037662908059344,1.5117674155815075,6.084431010009302,1.5,4.769,2.5779999999999994
4.074336276652494,1.5094833837269301,6.117124589343982,1.5,4.845,10.311999999999998
4.098492123629286,1.512260459164947,6.15636131328842,1.5,4.866,18.078000000000003
4.1192954938794,1.5113048023506124,6.194386029601616,1.5,4.883,25.906
4.137836312911673,1.5081010550889404,6.249428456741359,1.498,4.904,33.687
4.154522822816579,1.511416901506945,6.313331676307074,1.5,4.921,41.421
4.170408403358655,1.5106952882422504,6.374147734149079,1.498,4.937,49.156
4.185653842634283,1.510185016790117,6.429263402362569,1.498,4.948,56.875
4.200366975418746,1.5118266465720407,6.478480624028462,1.5,4.964,64.578
4.211950253800444,1.4968507219511367,6.537724651670682,1.488,4.969,72.64
4.218439679484718,1.4614525006437669,6.607196589726814,1.452,4.958,80.48400000000001
4.222128330388898,1.4230715211563971,6.65919183328234,1.411,4.942,88.343
4.223224193777394,1.3760893678822237,6.729292363722258,1.365,4.921,96.218
4.223190561045418,1.331167561330862,6.779700342792916,1.323,4.899,104.109
4.221789366926703,1.292311714354439,6.8353205770270575,1.281,4.877,112.0
4.221737307365374,1.258275227062285,6.897629019970436,1.248,4.861,119.89
4.220868791590003,1.2266515518179995,6.943776967276548,1.217,4.845,127.765
4.2193792337795015,1.195521464871185,7.0004020158861735,1.187,4.829,135.671
4.217368890087294,1.1683127017774675,7.043683514055121,1.159,4.812,143.515
4.216457199325284,1.1475632927205275,7.098403451297952,1.14,4.802,151.359
4.215369199733556,1.129937005651485,7.140931773384688,1.119,4.791,159.203
4.2141333264837195,1.1105104443396967,7.193449998983783,1.1,4.78,167.062
4.212610100486649,1.0918873942676197,7.240856984262151,1.083,4.769,174.906
4.210627016144223,1.072576771963632,7.268827007943403,1.064,4.758,182.75
4.2101127146013315,1.060524353606527,7.312419324808648,1.054,4.753,190.656
4.209586220359372,1.0518579848781142,7.364496722031952,1.045,4.748,198.484
4.209346163560033,1.0427554119721272,7.398462398471803,1.036,4.742,206.359
4.208943026083355,1.0350834171841647,7.438527656777134,1.026,4.737,214.218
4.208365388059214,1.0234210994019133,7.479531278787691,1.017,4.731,222.031
4.207366867492064,1.0144642561774362,7.504543979461912,1.008,4.726,229.828
4.20839432999844,1.013731260805486,7.53284125282581,1.007,4.726,237.625
4.207474647197101,1.0047880564119527,7.571222826537126,0.997,4.721,245.453
4.208240451463107,1.002002362038058,7.59319776383837,0.996,4.721,253.25
4.209246362027742,1.000898284556438,7.628437967769948,0.994,4.721,261.015
4.208201555421969,0.9911220513735385,7.654670475042681,0.983,4.715,268.906
4.2075281800270234,0.9832200747457944,7.690137994309318,0.975,4.71,276.703
4.208126280806535,0.9821872439973535,7.7339184997664185,0.974,4.71,284.484
4.2089311536555964,0.9807712384338672,7.765680545613147,0.973,4.71,292.312
4.208159732520556,0.9695798910370478,7.800604486494452,0.963,4.704,300.125
4.206772342615029,0.9627514613608262,7.82790579007013,0.954,4.699,308.031
4.207181411924477,0.9605254700866505,7.850145849313255,0.954,4.699,315.859
4.208093549455432,0.9594437389544809,7.878157973859474,0.952,4.699,323.64
4.207091957542029,0.9511379350536265,7.903121199465195,0.944,4.694,331.5
4.207500342061004,0.9493556655421284,7.921045173000182,0.943,4.694,339.265
4.20825494856004,0.949310678483229,7.947785219479266,0.941,4.694,347.093
4.208842588908799,0.9475024291386686,7.976787852156365,0.94,4.694,354.875
4.207772352392804,0.938846475704525,8.003002690024378,0.93,4.688,362.734
4.206569024009072,0.9291547527097593,8.008747335124808,0.922,4.683,370.531
4.207208481048254,0.9300985235934128,8.044988557109026,0.922,4.683,378.359
4.207474953837027,0.9290659246510105,8.061504361434142,0.921,4.683,386.125
4.208283751910052,0.928088327343063,8.079743991987133,0.92,4.683,393.95299999999406
4.208918947061347,0.9254236498788658,8.1153257790453,0.918,4.683,401.73399999999674
4.207539251263392,0.9144951024413268,8.13411971852733,0.91,4.677,409.5929999999935
4.208126322012349,0.915740320717087,8.148744351544483,0.909,4.677,417.7179999999935
4.207265568947127,0.9074656581224726,8.175999708695457,0.901,4.672,425.68700000000536
4.2074391817462935,0.9080953311580139,8.195389479995876,0.899,4.672,433.6399999999994
4.208021363466486,0.904800130239093,8.215252667760359,0.899,4.672,441.5929999999935
4.208376227751967,0.9062039050502753,8.258003814628545,0.898,4.672,449.5149999999994
4.209093207740556,0.9059541608347484,8.253370903902239,0.896,4.672,457.48399999999674
4.208103277242925,0.8943510100431556,8.279676382072127,0.887,4.667,465.75
4.208451003426048,0.8928906591688541,8.298111221186835,0.887,4.667,473.7810000000027
4.208906187200658,0.8929041666960944,8.310074010383692,0.886,4.667,481.81200000000536
4.208056363619245,0.8854732690287661,8.31712134908027,0.877,4.661,489.85899999999674
4.208312972078732,0.8829441806177043,8.344499792770538,0.876,4.661,497.875
4.208651816389206,0.8828233223545836,8.368463922339442,0.876,4.661,505.8899999999994
4.207572253905958,0.8739225326391136,8.38143130159611,0.867,4.656,513.9370000000054
4.207876818438394,0.8728699800124812,8.407936881297147,0.867,4.656,521.9529999999941
4.2082810092499905,0.8705905161302894,8.429807143517221,0.865,4.656,530.0779999999941
4.208817634913004,0.8708490517518479,8.429549214123515,0.864,4.656,538.1399999999994
4.207654357556383,0.8623976802246436,8.453110163001796,0.856,4.65,546.1870000000054
