Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.196870024472014,-0.001982409004163638,5.695210743899563,0.0004,0.0,0.0
4.1968593112821395,-0.003400991415897923,5.7417690212982695,0.0004,4.213,9.312
3.50615062183117,-3.9787860145489566,5.817882254338022,3.997,1.379,21.89
3.398932181761672,-3.9756047134004655,6.09723467027074,3.997,1.297,33.719
3.2314247166017434,-3.976065869373292,6.503296865116537,3.997,1.153,45.562000000000005
2.9825650413446865,-3.975265593046399,7.00065659873235,3.997,0.92,57.375
2.7150229988067145,-3.9761458968060044,7.567337544635055,3.997,0.654,69.125
2.474574662858291,-3.976589854675916,8.276464853162064,3.997,0.4,81.062
3.9102563645736903,-0.006442396047022844,8.996108064758468,0.0004,0.0,93.281
3.9849253301457352,-0.0018457311486326639,9.363069521089786,0.0004,0.0,105.531
4.022704384785237,-0.004899509214901493,9.560243137283502,0.0004,0.0,117.797
4.046137295313768,-0.0013997887913588937,9.620136334063943,0.0006,0.0,130.0
4.062994819372653,-0.005339390993360608,9.628805360691263,0.0006,0.0,142.172
4.075373329587648,-0.002767186054481077,9.609499880024181,0.0006,0.0,154.359
4.084403261346817,-0.006465815131635285,9.554042163531989,0.0004,0.0,166.594
4.092002404521162,-0.002877655006934201,9.486793891510445,0.0004,0.0,178.812
4.09793873162991,-0.0018944118629429308,9.429603439992343,0.0006,0.0,191.078
4.103249990974478,-0.004040809071899653,9.354734851110432,0.0006,0.0,203.328
4.107714911903626,-0.0019674461569586777,9.298048943393521,0.0006,0.0,215.594
4.1115151536080194,-0.0026941017957244247,9.251026996330056,0.0006,0.0,227.828
4.114663159144276,-0.003095606633848162,9.169879169653308,0.0006,0.0,240.0
4.117043891587055,-0.0077256773891120276,9.100048614778911,0.0004,0.0,252.234
4.119705438269687,-0.004306194801008565,9.031923662857881,0.0006,0.0,264.453
4.121784798322968,-0.004477096018469895,8.964885660051698,0.0006,0.0,276.703
4.123862398348527,-0.004878070015713849,8.918147064718202,0.0004,0.0,288.859
4.12582630586475,-0.006367609332852581,8.882921703472599,0.0006,0.0,301.125
4.1271890465584695,-0.005925931304897226,8.82733939308483,0.0004,0.0,313.328
4.128680281474003,-0.0046854689459904985,8.75726415423216,0.0006,0.0,325.531
4.130136744767286,-0.0048999543757979784,8.702134710756146,0.0006,0.0,337.75
4.131246143642194,-0.005328222663653434,8.661296870899552,0.0006,0.0,349.969
4.132158193191585,-0.0045840230767505,8.59895749418054,0.0006,0.0,362.187
4.133205232838667,-0.0034655024121882953,8.541472742118382,0.0006,0.0,374.39
4.133923216853878,-0.007240810120649434,8.493249637686397,0.0004,0.0,386.578
4.134852934557359,-0.0037778846381570025,8.449175317873163,0.0004,0.0,398.828
4.13557038459775,-0.0024184447339365292,8.409533481921363,0.0006,0.0,411.015
4.136239622120797,-0.0022413439376229903,8.351659483672869,0.0006,0.0,423.25
4.137116958059526,-0.0043118344470511796,8.320026446843569,0.0006,0.0,435.453
4.137929405935978,-0.002275976976090864,8.28295765168537,0.0006,0.0,447.719
4.138264857871329,-0.003951349882398581,8.244404494557337,0.0006,0.0,459.937
4.139050476675073,-0.0033045007147938575,7.926705609354031,0.0006,0.0,472.156
4.139315503134433,-0.007490391515042261,7.5029340271645815,0.0006,0.0,484.453
4.139776355044954,-0.0072396485647825614,7.2471690766678885,0.0006,0.0,496.672
4.1402250416564765,-0.004080173669921981,7.072832047985843,0.0006,0.0,508.875
4.140643508141031,-0.004823527934545685,6.828007638293069,0.0006,0.0,521.062
4.141367615081879,-0.005735390052473678,6.658921900074819,0.0004,0.0,533.328
4.14145666083447,-0.004709782643510539,6.436175589928148,0.0006,0.0,545.5
4.141952617991197,-0.0046776250585925695,6.267314777477293,0.0006,0.0,557.75
4.14258876792042,-0.004548464643157922,6.13543866591867,0.0006,0.0,569.937
4.1426460229052005,-0.0040250078138554125,5.962424073845571,0.0004,0.0,582.187
4.142810633171139,-0.004054112414438688,5.8666195985288585,0.0006,0.0,594.39
4.143167397971278,-0.0055042326292081365,5.687380751019529,0.0006,0.0,606.609
4.143542544449258,-0.004102602333034789,5.519490782480637,0.0006,0.0,618.844
