Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance
(849.0924682617188-30.167131423950195j),(308.8934020996094-89.25342559814453j),(2.5630511605093087+0.6429207075480506j),(0.16826119676975496-0.1241841620689554j),(0.08086118182379172-0.002100167389637864j)
(841.1947021484375-40.649444580078125j),(316.7662658691406-77.65463256835938j),(2.5346987965139007+0.4930501633630135j),(0.18954766793935449-0.10037495357357308j),(0.0802798095875102-0.0016409876609641385j)
(842.3092041015625-48.861053466796875j),(316.7134094238281-68.03638458251953j),(2.5738935281854527+0.3986485975474697j),(0.2037756065112504-0.07827465747195618j),(0.07648830817385396-0.0018592111342951702j)
(838.9876098632812-54.74067306518555j),(318.70916748046875-63.24211502075195j),(2.5655193538285657+0.33732382989640297j),(0.2127599821073068-0.05909276065289568j),(0.08022089966399616-0.0013935648391002371j)
(838.4349365234375-54.16539001464844j),(320.04388427734375-55.05390930175781j),(2.572733828063747+0.27331772019531636j),(0.21803593997193577-0.043245609813229696j),(0.07813314997599191-0.0015830985148141319j)
(836.0719604492188-59.222496032714844j),(323.9696044921875-53.512210845947266j),(2.541563545262194+0.23700429674593293j),(0.2207845511670813-0.03067231328990396j),(0.07853689736943736-0.0011169079116621584j)
(838.0460815429688-62.58551025390625j),(320.7552185058594-48.5745964050293j),(2.5830381357307917+0.19605144689755846j),(0.22185938873750483-0.02105581505436003j),(0.0795859731840697-0.0013032424050498732j)
(835.2233276367188-64.45877838134766j),(323.80596923828125-47.03957748413086j),(2.5544057463905263+0.17201470616161108j),(0.22185043654630565-0.013964543273425245j),(0.07900010975368892-0.0013529861348413699j)
(834.4508056640625-66.92176818847656j),(324.8822937011719-43.566802978515625j),(2.550233631975841+0.13599927992887062j),(0.22115254510477694-0.008937153916949667j),(0.07669469255899239-0.000782035548758171j)
(834.0984497070312-67.7383041381836j),(325.51495361328125-42.59258270263672j),(2.5460350312763813+0.12504465015645042j),(0.22002427395896076-0.005530001016245321j),(0.07604404741538845-0.0011259979625925984j)
(834.7449951171875-59.128353118896484j),(325.2724914550781-37.472572326660156j),(2.5533485689135356+0.11237404565439015j),(0.21863296557827305-0.003341596341708778j),(0.07502201641219342-0.0011788337549689847j)
(833.0045166015625-60.698822021484375j),(329.1323547363281-34.95873260498047j),(2.5220459817083034+0.08345794229961738j),(0.2170866413121103-0.002023454229552833j),(0.07556878419117381-0.0016591018076070284j)
(831.1241455078125-61.02986145019531j),(329.7652587890625-35.06991195678711j),(2.5116264509068764+0.08203610395706057j),(0.2154551576577152-0.0012831504139122713j),(0.07536345675760507-0.0017906098658925995j)
(829.8317260742188-60.54224395751953j),(330.6673583984375-35.4887809753418j),(2.5004154281263293+0.08526530001382342j),(0.21378344828197318-0.0008830824676908348j),(0.07325255130824869-0.0010093571374880667j)
(830.1031494140625-59.52156066894531j),(330.47784423828125-36.31309509277344j),(2.501415809059173+0.09474943636285106j),(0.21209940603002833-0.000636980609771042j),(0.07182321878435424-0.0018773239324228826j)
(829.8233032226562-40.51483154296875j),(331.4343566894531-27.801441192626953j),(2.49642195781941+0.08716445994884857j),(0.21041844912058666-0.00040536269711839885j),(0.07254358214675365-0.0017537868579738096j)
(829.2883911132812-43.10212326049805j),(334.164306640625-25.34803581237793j),(2.4772088764497977+0.05892387565996894j),(0.20874627257647826-9.061959127144235e-05j),(0.07130360275868265-0.002334404551654673j)
(827.7916259765625-40.193843841552734j),(336.0093078613281-27.90131950378418j),(2.4565916444364335+0.08436761678011069j),(0.20708080094606718+0.0003678939324694501j),(0.06972193460190836-0.0019085488831197767j)
(826.9959106445312-41.162445068359375j),(335.5197448730469-26.83252716064453j),(2.4589053160398433+0.07396345219302321j),(0.2054139636692389+0.0009985869344809205j),(0.06898731886725946-0.0019990894087964454j)
(829.6045532226562-39.25191116333008j),(339.0220642089844-29.7265625j),(2.4384560377610374+0.09803198126417108j),(0.20373361319813252+0.001802133134090015j),(0.06759849738835298-0.00196978425093336j)
(823.732666015625-40.67017364501953j),(338.8180847167969-27.587669372558594j),(2.4248917649727235+0.07740713915318295j),(0.20202568892398157+0.0027557792122437415j),(0.0659916226316279-0.0022471562838352814j)
(822.7840576171875+0.2486553192138672j),(340.39935302734375-10.888029098510742j),(2.41462026617127+0.0779646341954374j),(0.20027658428483427+0.003817533090794826j),(0.06640035943150126-0.0011989016621196322j)
(821.5275268554688-0.003978729248046875j),(342.6599426269531-10.491931915283203j),(2.3952556538104295+0.07332891121616528j),(0.1984755881256335+0.004930306352944059j),(0.06362439911792518-0.002266068400885588j)
